11428
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 160e extrait>,<>,<>
imposer,imposer,14
des,de,81
des,le,71
complicités,complicité,22
dont,dont,52
je,je,51
rougissais,rougir,18
/.,/.,P
que,que,52
se,se,51
passa,passer,19
t,t,94
il,il,51
alors,alors,60
dans,dans,81
l',le,71
esprit,esprit,21
de,de,81
Madeleine,Madeleine,20
/?,/?,P
je,je,51
vous,vous,51
en,en,52
fais,faire,17
juge,juge,21
/.,/.,P
à,à,81
peine,peine,22
affranchie,affranchi,31
de,de,81
ce,ce,74
rôle,rôle,21
extraordinaire,extraordinaire,30
de,de,81
confidente,confidente,22
et,et,82
de,de,81
sauveur,sauveur,21
",",",",p
tout,tout,60
à,à,81
coup,coup,21
elle,il,51
se,se,51
transforma,transformer,19
/.,/.,P
son,son,73
humeur,humeur,22
",",",",p
son,son,73
maintien,maintien,21
",",",",p
l',le,71
inaltérable,inaltérable,30
douceur,douceur,22
de,de,81
son,son,73
regard,regard,21
",",",",p
la,le,71
parfaite,parfait,31
égalité,égalité,22
de,de,81
ce,ce,74
caractère,caractère,21
composé,composé,31
d',de,81
or,or,21
maniable,maniable,30
et,et,82
d',de,81
acier,acier,21
",",",",p
c'est-à-dire,c'est-à-dire,91
d',de,81
indulgence,indulgence,22
et,et,82
de,de,81
pure,pur,30
vertu,vertu,22
;,;,p
cette,ce,74
nature,nature,22
résistante,résistant,30
et,et,82
sans,sans,81
dureté,dureté,22
",",",",p
patiente,patient,30
",",",",p
unie,uni,31
",",",",p
toujours,toujours,60
dans,dans,81
l',le,71
équilibre,équilibre,21
d',de,81
un,un,71
lac,lac,21
abrité,abrité,31
",",",",p
cette,ce,74
consolatrice,consolatrice,22
ingénieuse,ingénieux,30
",",",",p
cette,ce,74
bouche,bouche,22
inépuisable,inépuisable,30
en,en,81
mots,mot,21
exquis,exquis,30
",",",",p
tout,tout,75
cela,cela,52
changea,changer,19
/.,/.,P
je,je,51
vis,voir,19
paraître,paraître,14
alors,alors,60
un,un,71
être,être,21
nouveau,nouveau,30
",",",",p
bizarre,bizarre,30
",",",",p
incohérent,incohérent,30
",",",",p
inexplicable,inexplicable,30
et,et,82
fugace,fugace,30
",",",",p
aigri,aigri,31
",",",",p
chagrin,chagrin,30
",",",",p
blessant,blessant,30
et,et,82
ombrageux,ombrageux,30
",",",",p
comme,comme,83
si,si,83
elle,il,51
eût,avoir,19
été,être,12
entourée,entourer,12
de,de,81
pièges,piège,21
",",",",p
aujourd'hui,aujourd'hui,60
que,que,83
je,je,51
me,je,51
dévouais,dévouer,18
sans,sans,81
réserve,réserve,22
au,à,81
au,le,71
soin,soin,21
d',de,81
aplanir,aplanir,14
sa,son,73
vie,vie,22
et,et,82
d',de,81
en,en,52
écarter,écarter,14
l',le,71
ombre,ombre,22
d',de,81
un,un,71
souci,souci,21
/.,/.,P
quelquefois,quelquefois,60
je,je,51
la,le,52
trouvais,trouver,18
en,en,81
larmes,larme,22
/.,/.,P
elle,il,51
les,le,52
dévorait,dévorer,18
aussitôt,aussitôt,60
",",",",p
passait,passer,18
la,le,71
main,main,22
sur,sur,81
ses,son,73
yeux,oeil,21
avec,avec,81
un,un,71
geste,geste,21
indicible,indicible,30
d',de,81
indignation,indignation,22
ou,ou,82
de,de,81
dégoût,dégoût,21
",",",",p
et,et,82
les,le,52
essuyait,essuyer,18
",",",",p
comme,comme,83
elle,il,51
aurait,avoir,16
fait,faire,12
d',de,81
une,un,71
souillure,souillure,22
/.,/.,P
elle,il,51
rougissait,rougir,18
sans,sans,81
cause,cause,22
et,et,82
semblait,sembler,18
prise,pris,31
au,à,81
au,le,71
dépourvu,dépourvu,31
dans,dans,81
la,le,71
contemplation,contemplation,22
d',de,81
une,un,71
idée,idée,22
mauvaise,mauvais,30
/.,/.,P
je,je,51
la,le,52
vis,voir,19
se,se,51
rapprocher,rapprocher,14
de,de,81
sa,son,73
soeur,soeur,22
plus,plus,60
étroitement,étroitement,60
que,que,83
jamais,jamais,60
",",",",p
sortir,sortir,14
plus,plus,60
souvent,souvent,60
au,à,81
au,le,71
bras,bras,21
