11659
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 192e extrait>,<>,<>
édifice,édifice,21
de,de,81
suppositions,supposition,22
",",",",p
plus,plus,60
ou,ou,82
moins,moins,60
plausibles,plausible,30
",",",",p
pour,pour,81
expliquer,expliquer,14
ce,ce,52
qui,qui,52
",",",",p
à,à,81
un,un,71
autre,autre,52
qu',que,52
un,un,71
raisonneur,raisonneur,21
comme,comme,83
moi,moi,51
",",",",p
aurait,avoir,16
été,être,12
inexplicable,inexplicable,30
/.,/.,P
la,le,71
seule,seul,30
chose,chose,22
peut-être,peut-être,60
que,que,83
je,je,51
n',ne,60
expliquais,expliquer,18
pas,pas,60
si,si,60
bien,bien,60
",",",",p
c',ce,52
est,être,17
que,que,83
l',le,71
éclatante,éclatant,30
beauté,beauté,22
de,de,81
Hauteclaire,Hauteclaire,20
n',ne,60
eût,avoir,19
pas,pas,60
été,être,12
un,un,71
obstacle,obstacle,21
à,à,81
son,son,73
entrée,entrée,22
dans,dans,81
le,le,71
service,service,21
de,de,81
la,le,71
comtesse,comtesse,22
de,de,81
Savigny,Savigny,20
",",",",p
qui,qui,52
aimait,aimer,18
son,son,73
mari,mari,21
et,et,82
qui,qui,52
devait,devoir,18
en,en,52
être,être,14
jalouse,jaloux,30
/.,/.,P
mais,mais,82
",",",",p
outre,outre,81
que,que,83
les,le,71
patriciennes,patricienne,22
de,de,81
V,V,20
…,…,p
",",",",p
aussi,aussi,60
fières,fier,30
pour,pour,81
le,le,71
moins,moins,60
que,que,83
les,le,71
femmes,femme,22
des,de,81
des,le,71
paladins,paladin,21
de,de,81
Charlemagne,Charlemagne,20
",",",",p
ne,ne,60
supposaient,supposer,18
pas,pas,60
(,(,p
grave,grave,30
erreur,erreur,22
;,;,p
mais,mais,82
elles,ils,51
n',ne,60
avaient,avoir,18
pas,pas,60
lu,lire,12
le,le,71
mariage,mariage,21
de,de,81
Figaro,Figaro,20
!,!,p
),),p
que,que,83
la,le,71
plus,plus,60
belle,beau,30
fille,fille,22
de,de,81
chambre,chambre,22
fût,être,19
plus,plus,60
pour,pour,81
leurs,leur,73
maris,mari,21
que,que,83
le,le,71
plus,plus,60
beau,beau,30
laquais,laquais,21
n',ne,60
était,être,18
pour,pour,81
elles,ils,51
",",",",p
je,je,51
finis,finir,19
par,par,81
me,je,51
dire,dire,14
",",",",p
en,en,81
quittant,quitter,13
l',le,71
étrier,étrier,21
",",",",p
que,que,83
la,le,71
comtesse,comtesse,22
de,de,81
Savigny,Savigny,20
avait,avoir,18
ses,son,73
raisons,raison,22
pour,pour,81
se,se,51
croire,croire,14
aimée,aimé,31
",",",",p
et,et,82
qu',que,83
après,après,81
tout,tout,75
ce,ce,74
sacripant,sacripant,21
de,de,81
Savigny,Savigny,20
était,être,18
bien,bien,60
de,de,81
taille,taille,22
",",",",p
si,si,83
le,le,71
doute,doute,21
la,le,52
prenait,prendre,18
",",",",p
à,à,81
ajouter,ajouter,14
à,à,81
ces,ce,74
raisons,raison,22
là,là,60
/.,/.,P
“,“,p
-,-,p
hum,hum,93
!,!,p
-,-,p
fis,faire,19
je,je,51
sceptiquement,sceptiquement,60
au,à,81
au,le,71
docteur,docteur,21
",",",",p
que,que,52
je,je,51
ne,ne,60
pus,pouvoir,19
m',je,51
empêcher,empêcher,14
d',de,81
interrompre,interrompre,14
",",",",p
-,-,p
tout,tout,75
cela,cela,52
est,être,17
bel,beau,30
et,et,82
bon,bon,30
",",",",p
mon,mon,73
cher,cher,30
docteur,docteur,21
",",",",p
mais,mais,82
n',ne,60
ôtait,ôter,18
pas,pas,60
à,à,81
la,le,71
situation,situation,22
son,son,73
imprudence,imprudence,22
/.,/.,P
“,“,p
certes,certes,60
",",",",p
non,non,60
!,!,p
-,-,p
répondit,répondre,19
il,il,51
;,;,p
-,-,p
mais,mais,82
",",",",p
si,si,83
c',ce,52
était,être,18
l',le,71
imprudence,imprudence,22
même,même,30
qui,qui,52
fît,faire,18
la,le,71
situation,situation,22
?,?,p
-,-,p
ajouta,ajouter,19
ce,ce,74
grand,grand,30
connaisseur,connaisseur,21
en,en,81
nature,nature,22
humaine,humain,30
/.,/.,P
-,-,p
il,il,51
est,être,17
des,de,81
des,le,71
passions,passion,22
que,que,52
l',le,71
imprudence,imprudence,22
allume,allumer,17
",",",",p
et,et,82
qui,qui,52
",",",",p
sans,sans,81
le,le,71
danger,danger,21
qu',que,52
elles,ils,51
provoquent,provoquer,17
",",",",p
n',ne,60
