11377
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 181e extrait>,<>,<>
<XVII>,<>,<>
il,il,51
y,y,52
a,avoir,17
un,un,71
amour,amour,21
qui,qui,52
aime,aimer,17
l',le,71
oubli,oubli,21
",",",",p
le,le,71
silence,silence,21
",",",",p
les,le,71
bois,bois,21
",",",",p
ou,ou,82
indifféremment,indifféremment,60
un,un,71
lieu,lieu,21
solitaire,solitaire,30
quelconque,quelconque,30
",",",",p
dans,dans,81
la,le,71
présence,présence,22
",",",",p
ou,ou,82
dans,dans,81
la,le,71
pensée,pensée,22
de,de,81
l',le,71
être,être,21
aimé,aimé,31
/.,/.,P
que,que,52
lui,lui,51
importent,importer,17
",",",",p
à,à,81
cet,ce,74
amour,amour,21
vrai,vrai,30
",",",",p
l',le,71
ignorance,ignorance,22
où,où,60
l',l',94
on,on,51
est,être,17
de,de,81
lui,lui,51
",",",",p
les,le,71
discours,discours,21
ou,ou,82
l',le,71
insouciance,insouciance,22
du,de,81
du,le,71
monde,monde,21
",",",",p
ses,son,73
interprétations,interprétation,22
malignes,malin,30
",",",",p
l',le,71
admiration,admiration,22
du,de,81
du,le,71
vulgaire,vulgaire,21
ou,ou,82
les,le,71
compassions,compassion,22
fausses,faux,30
des,de,81
des,le,71
égaux,égal,21
",",",",p
les,le,71
rivaux,rival,21
en,en,81
gloire,gloire,22
qui,qui,52
disent,dire,17
de,de,81
l',le,71
amant,amant,21
qu',que,83
il,il,51
s',se,51
alanguit,alanguir,17
et,et,82
s',se,51
évapore,évaporer,17
",",",",p
les,le,71
rivales,rivale,22
en,en,81
beauté,beauté,22
qui,qui,52
insinuent,insinuer,17
de,de,81
l',le,71
amante,amante,22
qu',que,83
elle,il,51
dépérit,dépérir,17
secrètement,secrètement,60
dans,dans,81
l',le,71
ennui,ennui,21
et,et,82
l',le,71
abandon,abandon,21
/?,/?,P
que,que,52
lui,lui,51
importent,importer,17
les,le,71
soirées,soirée,22
tourbillonnantes,tourbillonnant,30
du,de,81
du,le,71
plaisir,plaisir,21
",",",",p
les,le,71
midis,midi,21
resplendissants,resplendissant,30
au,à,81
au,le,71
gré,gré,21
du,de,81
du,le,71
clairon,clairon,21
des,de,81
des,le,71
victoires,victoire,22
",",",",p
les,le,71
spectacles,spectacle,21
toujours,toujours,60
renouvelés,renouvelé,31
où,où,60
s',se,51
égare,égarer,17
la,le,71
curiosité,curiosité,22
de,de,81
l',le,71
esprit,esprit,21
ou,ou,82
des,de,81
des,le,71
yeux,oeil,21
/?,/?,P
s',si,83
il,il,51
est,être,17
ignoré,ignorer,12
des,de,81
des,le,71
autres,autre,52
",",",",p
cet,ce,74
amour,amour,21
est,être,17
compris,comprendre,12
et,et,82
a,avoir,17
sa,son,73
couronne,couronne,22
dans,dans,81
un,un,71
coeur,coeur,21
/.,/.,P
s',si,83
il,il,51
ignore,ignorer,17
le,le,71
reste,reste,21
",",",",p
il,il,51
lit,lire,17
toute,tout,75
une,un,71
science,science,22
infaillible,infaillible,30
dans,dans,81
son,son,73
abîme,abîme,21
chéri,chéri,31
/.,/.,P
s',si,83
il,il,51
se,se,51
fixe,fixer,17
durant,durant,81
des,de,81
des,le,71
saisons,saison,22
sans,sans,81
bouger,bouger,14
",",",",p
devant,devant,81
un,un,71
regard,regard,21
il,il,51
y,y,52
voit,voir,17
naître,naître,14
et,et,82
passer,passer,14
des,de,81
des,le,71
bois,bois,21
et,et,82
des,de,81
des,le,71
sources,source,22
étincelantes,étincelant,30
et,et,82
des,de,81
des,le,71
paradis,paradis,21
d',de,81
Asie,Asie,20
/.,/.,P
s',si,83
il,il,51
fait,faire,17
un,un,71
pas,pas,21
",",",",p
s',si,83
il,il,51
voyage,voyager,17
",",",",p
tout,tout,60
également,également,60
s',se,51
enchante,enchanter,17
",",",",p
mais,mais,82
parce qu',parce que,83
il,il,51
voit,voir,17
tout,tout,52
à,à,81
travers,travers,21
une,un,71
même,même,75
larme,larme,22
/.,/.,P
il,il,51
ne,ne,60
m',je,51
a,avoir,17
pas,pas,60
été,être,12
donné,donner,12
de,de,81
ressentir,ressentir,14
un,un,71
tel,tel,75
amour,amour,21
",",",",p
mon,mon,73
ami,ami,21
;,;,p
mais,mais,82
il,il,51
m',je,51
a,avoir,17
été,être,12
donné,donner,12
d',de,81
en,en,52
savoir,savoir,14
plus,plus,60
d',de,81
un,un,71
trait,trait,21
et,et,82
d',de,81
y,y,52
croire,croire,14
/.,/.,P
deux,deux,72
amants,amant,21
qui,qui,52
s',se,51
aiment,aimer,17
de,de,81
véritable,véritable,30
amour,amour,21
",",",",p
a,avoir,17
écrit,écrire,12
un,un,71
être,être,21
simple,simple,30
qui,qui,52
avait,avoir,18
le,le,71
génie,génie,21
du,de,81
du,le,71
coeur,coeur,21
",",",",p
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
monde,monde,21
et,et,82
des,de,81
des,le,71
choses,chose,22
qui,qui,52
ne,ne,60
sont,être,17
pour,pour,81
eux,ils,51
qu',que,83
une,un,71
surface,surface,22
mouvante,mouvant,30
et,et,82
sans,sans,81
réalité,réalité,22
",",",",p
ressemblent,ressembler,17
à,à,81
deux,deux,72
beaux,beau,30
adolescents,adolescent,21
aux,à,81
aux,le,71
épaules,épaule,22
inclinées,incliné,31
",",",",p
les,le,71
bras,bras,21
passés,passé,31
autour,autour,60
du,de,81
du,le,71
cou,cou,21
l',le,71
un,un,52
de,de,81
l',le,71
autre,autre,52
",",",",p
et,et,82
regardant,regarder,13
des,de,81
des,le,71
images,image,22
qu',que,52
ils,ils,51
suivent,suivre,17
nonchalamment,nonchalamment,60
du,de,81
du,le,71
doigt,doigt,21
:,:,p
ce,ce,52
ne,ne,60
sont,être,17
pour,pour,81
eux,ils,51
que,que,83
des,de,81
des,le,71
images,image,22
/.,/.,P
un,un,71
tel,tel,75
amour,amour,21
existe,exister,17
",",",",p
dieu,dieu,21
a,avoir,17
permis,permettre,12
qu',que,83
il,il,51
s',se,51
en,en,52
rencontrât,rencontrer,18
çà,çà,60
et,et,82
là,là,60
des,de,81
des,le,71
exemples,exemple,21
sur,sur,81
terre,terre,22
;,;,p
que,que,83
quelques,quelque,75
belles,beau,30
âmes,âme,22
en,en,52
fussent,être,18
atteintes,atteindre,12
",",",",p
comme,comme,83
d',de,81
une,un,71
foudre,foudre,22
choisie,choisi,31
qui,qui,52
éclate,éclater,17
sur,sur,81
les,le,71
temples,temple,21
par,par,81
un,un,71
temps,temps,21
serein,serein,30
/.,/.,P
il,il,51
en,en,52
est,être,17
sorti,sortir,12
de,de,81
bien,bien,60
tendres,tendre,30
et,et,82
souvent,souvent,60
douloureux,douloureux,30
