11806
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 197e extrait>,<>,<>
fort,fort,60
",",",",p
je,je,51
m',je,51
enfuirai,enfuir,15
à,à,81
la,le,71
nage,nage,22
dans,dans,81
quelque,quelque,75
île,île,22
déserte,désert,30
",",",",p
où,où,60
l',l',94
on,on,51
n',ne,60
aura,avoir,15
pas,pas,60
de,de,81
leçon,leçon,22
à,à,81
apprendre,apprendre,14
ni,ni,82
du,de,81
du,le,71
grec,grec,21
à,à,81
traduire,traduire,14
/.,/.,P
il,il,51
y,y,52
a,avoir,17
encore,encore,60
une,un,71
consolation,consolation,22
",",",",p
même,même,60
si,si,83
l',l',94
on,on,51
est,être,17
attaché,attacher,12
au,à,81
au,le,71
grand,grand,30
mât,mât,21
ou,ou,82
enchaîné,enchaîner,12
à,à,81
fond,fond,21
de,de,81
cale,cale,22
;,;,p
il,il,51
y,y,52
a,avoir,17
l',le,71
espérance,espérance,22
d',de,81
arriver,arriver,14
à,à,81
être,être,14
officier,officier,21
à,à,81
son,son,73
tour,tour,21
",",",",p
et,et,82
l',l',94
on,on,51
a,avoir,17
le,le,71
droit,droit,21
de,de,81
souffleter,souffleter,14
le,le,71
capitaine,capitaine,21
/.,/.,P
Turfin,Turfin,20
",",",",p
lui,lui,51
",",",",p
peut,pouvoir,17
me,je,51
tourmenter,tourmenter,14
tant,tant,60
qu',que,83
il,il,51
voudra,vouloir,15
",",",",p
sans,sans,81
que,que,83
je,je,51
puisse,pouvoir,17
me,je,51
venger,venger,14
/.,/.,P
mon,mon,73
père,père,21
peut,pouvoir,17
me,je,51
faire,faire,14
pleurer,pleurer,14
et,et,82
saigner,saigner,14
pendant,pendant,81
toute,tout,75
ma,mon,73
jeunesse,jeunesse,22
;,;,p
je,je,51
lui,lui,51
dois,devoir,17
l',le,71
obéissance,obéissance,22
et,et,82
le,le,71
respect,respect,21
/.,/.,P
les,le,71
règles,règle,22
de,de,81
la,le,71
vie,vie,22
de,de,81
famille,famille,22
lui,lui,51
donnent,donner,17
droit,droit,21
de,de,81
vie,vie,22
et,et,82
de,de,81
mort,mort,22
sur,sur,81
moi,moi,51
/.,/.,P
je,je,51
suis,être,17
un,un,71
mauvais,mauvais,30
sujet,sujet,21
",",",",p
après,après,81
tout,tout,52
/!,/!,P
on,on,51
mérite,mériter,17
d',de,81
avoir,avoir,14
la,le,71
tête,tête,22
cognée,cogné,31
et,et,82
les,le,71
côtes,côte,22
cassées,cassé,31
",",",",p
quand,quand,83
",",",",p
au,à,81
au,le,71
lieu,lieu,21
d',de,81
apprendre,apprendre,14
les,le,71
verbes,verbe,21
grecs,grec,30
",",",",p
on,on,51
regarde,regarder,17
passer,passer,14
les,le,71
nuages,nuage,21
ou,ou,82
voler,voler,14
les,le,71
mouches,mouche,22
/.,/.,P
on,on,51
est,être,17
un,un,71
fainéant,fainéant,21
et,et,82
un,un,71
drôle,drôle,21
",",",",p
quand,quand,83
on,on,51
veut,vouloir,17
être,être,14
cordonnier,cordonnier,21
",",",",p
vivre,vivre,14
dans,dans,81
la,le,71
poix,poix,22
et,et,82
la,le,71
colle,colle,22
",",",",p
tirer,tirer,14
le,le,71
fil,fil,21
",",",",p
manier,manier,14
le,le,71
tranchet,tranchet,21
",",",",p
au,à,81
au,le,71
lieu,lieu,21
de,de,81
rêver,rêver,14
une,un,71
toge,toge,22
de,de,81
professeur,professeur,21
",",",",p
avec,avec,81
une,un,71
toque,toque,22
et,et,82
de,de,81
l',le,71
hermine,hermine,22
/.,/.,P
on,on,51
est,être,17
un,un,71
insolent,insolent,21
vis-à-vis,vis-à-vis,60
de,de,81
son,son,73
père,père,21
",",",",p
quand,quand,83
on,on,51
pense,penser,17
qu',que,83
avec,avec,81
la,le,71
toge,toge,22
on,on,51
est,être,17
pauvre,pauvre,30
",",",",p
qu',que,83
avec,avec,81
le,le,71
tablier,tablier,21
de,de,81
cuir,cuir,21
on,on,51
est,être,17
libre,libre,30
/!,/!,P
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
ai,avoir,17
tort,tort,21
",",",",p
il,il,51
a,avoir,17
raison,raison,22
de,de,81
me,je,51
battre,battre,14
/.,/.,P
je,je,51
le,le,52
déshonore,déshonorer,17
avec,avec,81
mes,mon,73
goûts,goût,21
vulgaires,vulgaire,30
",",",",p
mes,mon,73
instincts,instinct,21
d',de,81
apprenti,apprenti,21
",",",",p
mes,mon,73
manies,manie,22
d',de,81
ouvrier,ouvrier,21
/.,/.,P
mes,mon,73
parents,parent,21
m',je,51
ont,avoir,17
donné,donner,12
de,de,81
l',le,71
éducation,éducation,22
et,et,82
je,je,51
n',ne,60
en,en,52
veux,vouloir,17
plus,plus,60
/!,/!,P
je,je,51
me,je,51
plais,plaire,17
mieux,mieux,60
avec,avec,81
les,le,71
laboureurs,laboureur,21
et,et,82
les,le,71
savetiers,savetier,21
qu',que,83
avec,avec,81
les,le,71
agrégés,agrégé,21
;,;,p
et,et,82
j',je,51
ai,avoir,17
toujours,toujours,60
trouvé,trouver,12
mon,mon,73
oncle,oncle,21
Joseph,Joseph,20
moins,moins,60
bête,bête,30
que,que,83
monsieur,monsieur,21
Beliben,Beliben,20
!,!,p
/…,/…,P
“,“,p
fort,fort,30
comme,comme,83
il,il,51
est,être,17
",",",",p
et,et,82
si,si,60
fainéant,fainéant,30
!,!,p
“,“,p
disent,dire,17
ils,ils,51
toujours,toujours,60
/.,/.,P
c',ce,52
est,être,17
justement,justement,60
parce que,parce que,83
je,je,51
suis,être,17
fort,fort,30
que,que,83
je,je,51
m',je,51
ennuie,ennuyer,17
dans,dans,81
ces,ce,74
classes,classe,22
et,et,82
ces,ce,74
études,étude,22
où,où,60
l',l',94
on,on,51
me,je,51
garde,garder,17
tout,tout,75
le,le,71
jour,jour,21
/.,/.,P
les,le,71
jambes,jambe,22
me,je,51
démangent,démanger,17
",",",",p
la,le,71
nuque,nuque,22
me,je,51
fait,faire,17
mal,mal,60
/.,/.,P
je,je,51
suis,être,17
gai,gai,30
de,de,81
nature,nature,22
;,;,p
j',je,51
aime,aimer,17
à,à,81
rire,rire,14
et,et,82
j',je,51
ai,avoir,17
la,le,71
rate,rate,22
qui,qui,52
va,aller,17
en,en,52
éclater,éclater,14
quelquefois,quelquefois,60
/!,/!,P
quand,quand,83
je,je,51
peux,pouvoir,17
échapper,échapper,14
aux,à,81
aux,le,71
pensums,pensum,21
",",",",p
éviter,éviter,14
le,le,71
séquestre,séquestre,21
",",",",p
être,être,14
loin,loin,60
du,de,81
du,le,71
pion,pion,21
ou,ou,82
du,de,81
du,le,71
professeur,professeur,21
",",",",p
je,je,51
saute,sauter,17
comme,comme,83
un,un,71
gros,gros,30
chien,chien,21
",",",",p
j',je,51
ai,avoir,17
des,de,81
des,le,71
gaietés,gaieté,22
de,de,81
nègre,nègre,21
/.,/.,P
être,être,14
nègre,nègre,30
/!,/!,P
oh,oh,93
!,!,p
comme,comme,83
j',je,51
ai,avoir,17
désiré,désirer,12
longtemps,longtemps,60
être,être,14
nègre,nègre,30
/!,/!,P
d'abord,d'abord,60
",",",",p
les,le,71
négresses,négresse,22
aiment,aimer,17
leurs,leur,73
petits,petit,21
/.,/.,P
-,-,p
j',je,51
aurais,avoir,16
eu,avoir,12
une,un,71
mère,mère,22
aimante,aimant,30
/.,/.,P
puis,puis,60
quand,quand,83
la,le,71
journée,journée,22
est,être,17
finie,finir,12
",",",",p
ils,ils,51
font,faire,17
des,de,81
des,le,71
paniers,panier,21
pour,pour,81
s',se,51
amuser,amuser,14
",",",",p
ils,ils,51
tressent,tresser,17
des,de,81
des,le,71
lianes,liane,22
",",",",p
cisèlent,ciseler,17
du,de,81
du,le,71
coco,coco,21
",",",",p
et,et,82
ils,ils,51
dansent,danser,17
en,en,81
rond,rond,21
/!,/!,P
zizi,zizi,21
",",",",p
bamboula,bamboula,22
/!,/!,P
dansez,danser,17
Canada,Canada,20
/!,/!,P
ah,ah,93
!,!,p
oui,oui,60
!,!,p
j',je,51
aurais,avoir,16
bien,bien,60
voulu,vouloir,12
être,être,14
nègre,nègre,30
/.,/.,P
je,je,51
ne,ne,60
le,le,52
suis,être,17
pas,pas,60
",",",",p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
de,de,81
veine,veine,22
/!,/!,P
faute,faute,22
de,de,81
cela,cela,52
je,je,51
me,je,51
ferai,faire,15
matelot,matelot,21
/.,/.,P
tout,tout,75
le,le,71
monde,monde,21
s',se,51
en,en,52
trouvera,trouver,15
bien,bien,60
/.,/.,P
“,“,p
je,je,51
les,le,52
fais,faire,17
périr,périr,14
de,de,81
chagrin,chagrin,21
?,?,p
“,“,p
ils,ils,51
me,je,51
l',le,52
ont,avoir,17
assez,assez,60
dit,dire,12
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
/?,/?,P
ils,ils,51
vont,aller,17
revivre,revivre,14
",",",",p
ressusciter,ressusciter,14
/.,/.,P
je,je,51
leur,leur,52
laisse,laisser,17
ma,mon,73
part,part,22
de,de,81
haricots,haricot,21
",",",",p
ma,mon,73
tranche,tranche,22
de,de,81
pain,pain,21
;,;,p
mais,mais,82
ils,ils,51
devront,devoir,15
finir,finir,14
le,le,71
gigot,gigot,21
/!,/!,P
finir,finir,14
le,le,71
gigot,gigot,21
/?,/?,P
je,je,51
suis,être,17
une,un,71
triste,triste,30
nature,nature,22
décidément,décidément,60
/!,/!,P
je,je,51
ne,ne,60
songe,songer,17
pas,pas,60
seulement,seulement,60
au,à,81
au,le,71
plaisir,plaisir,21
d',de,81
échapper,échapper,14
à,à,81
ce,ce,74
gigot,gigot,21
",",",",p
mais,mais,82
dévoré,dévoré,31
d',de,81
une,un,71
idée,idée,22
de,de,81
vengeance,vengeance,22
",",",",p
je,je,51
me,je,51
dis,dire,17
comme,comme,83
un,un,71
petit,petit,30
jésuite,jésuite,21
",",",",p
que,que,83
c',ce,52
est,être,17
eux,ils,51
qui,qui,52
auront,avoir,15
à,à,81
le,le,52
manger,manger,14
",",",",p
rôti,rôti,31
",",",",p
revenu,revenu,31
",",",",p
en,en,81
vinaigrette,vinaigrette,22
",",",",p
à,à,81
la,le,71
sauce,sauce,22
noire,noir,30
",",",",p
en,en,81
émincés,émincé,31
et,et,82
en,en,81
boulettes,boulette,22
",",",",p
-,-,p
comme,comme,83
je,je,51
faisais,faire,18
/.,/.,P
je,je,51
vais,aller,17
plus,plus,60
loin,loin,60
",",",",p
hypocrite,hypocrite,30
que,que,52
je,je,51
suis,être,17
/!,/!,P
je,je,51
me,je,51
dis,dire,17
qu',que,83
il,il,51
faut,falloir,17
m',je,51
exercer,exercer,14
",",",",p
me,je,51
tâter,tâter,14
",",",",p
m',je,51
endurcir,endurcir,14
",",",",p
et,et,82
je,je,51
cherche,chercher,17
tous,tout,75
les,le,71
prétextes,prétexte,21
possibles,possible,30
pour,pour,81
qu',que,83
on,on,51
me,je,51
rosse,rosser,17
/.,/.,P
j',je,51
en,en,52
verrai,voir,15
de,de,81
dures,dur,30
sur,sur,81
le,le,71
navire,navire,21
/.,/.,P
il,il,51
faut,falloir,17
que,que,83
je,je,51
me,je,51
rompe,rompre,17
d',de,81
avance,avance,22
",",",",p
ou,ou,82
plutôt,plutôt,60
qu',que,83
on,on,51
me,je,51
rompe,rompre,17
au,à,81
au,le,71
métier,métier,21
;,;,p
et,et,82
me,je,51
voilà,voilà,81
pendant,pendant,81
des,de,81
des,le,71
semaines,semaine,22
",",",",p
disant,dire,13
que,que,83
j',je,51
ai,avoir,17
cassé,casser,12
des,de,81
des,le,71
écuelles,écuelle,22
",",",",p
perdu,perdre,12
des,de,81
des,le,71
bouteilles,bouteille,22
d',de,81
encre,encre,22
",",",",p
mangé,manger,12
tout,tout,75
le,le,71
papier,papier,21
/!,/!,P
-,-,p
il,il,51
faut,falloir,17
dire,dire,14
que,que,83
je,je,51
mange,manger,17
toujours,toujours,60
du,de,81
du,le,71
papier,papier,21
et,et,82
que,que,83
je,je,51
bois,boire,17
toujours,toujours,60
de,de,81
l',le,71
encre,encre,22
",",",",p
je,je,51
ne,ne,60
peux,pouvoir,17
pas,pas,60
m',je,51
en,en,52
empêcher,empêcher,14
/.,/.,P
mon,mon,73
père,père,21
ne,ne,60
se,se,51
doute,douter,17
de,de,81
rien,rien,52
et,et,82
se,se,51
laisse,laisser,17
prendre,prendre,14
au,à,81
au,le,71
piège,piège,21
",",",",p
le,le,71
malheureux,malheureux,21
!,!,p
/…,/…,P
je,je,51
lui,lui,51
use,user,17
trois,trois,72
règles,règle,22
et,et,82
une,un,71
paire,paire,22
de,de,81
bottes,botte,22
en,en,81
quinze,quinze,72
jours,jour,21
",",",",p
il,il,51
me,je,51
casse,casser,17
les,le,71
règles,règle,22
sur,sur,81
les,le,71
doigts,doigt,21
",",",",p
et,et,82
m',je,51
enfonce,enfoncer,17
ses,son,73
bottes,botte,22
dans,dans,81
les,le,71
reins,rein,21
/.,/.,P
je,je,51
lui,lui,51
coûte,coûter,17
les,le,71
yeux,oeil,21
de,de,81
la,le,71
tête,tête,22
",",",",p
je,je,51
le,le,52
ruine,ruiner,17
",",",",p
cet,ce,74
homme,homme,21
/!,/!,P
je,je,51
pense,penser,17
qu',que,83
il,il,51
me,je,51
pardonnera,pardonner,15
plus,plus,60
tard,tard,60
en,en,81
faveur,faveur,22
de,de,81
l',le,71
intention,intention,22
;,;,p
et,et,82
d',de,81
ailleurs,ailleurs,60
il,il,51
me,je,51
semble,sembler,17
que,que,83
cela,cela,52
ne,ne,60
l',le,52
ennuie,ennuyer,17
pas,pas,60
trop,trop,60
/.,/.,P
un,un,71
peu,peu,60
fatigué,fatigué,31
seulement,seulement,60
quand,quand,83
il,il,51
m',je,51
a,avoir,17
rossé,rosser,12
trop,trop,60
longtemps,longtemps,60
",",",",p
-,-,p
il,il,51
a,avoir,17
chaud,chaud,21
/!,/!,P
je,je,51
me,je,51
traîne,traîner,17
alors,alors,60
jusqu',jusque,81
à,à,81
la,le,71
fenêtre,fenêtre,22
",",",",p
et,et,82
je,je,51
la,le,52
ferme,fermer,17
pour,pour,81
qu',que,83
il,il,51
n',ne,60
attrape,attraper,17
pas,pas,60
de,de,81
courants,courant,21
d',de,81
air,air,21
/.,/.,P
la,le,71
nuit,nuit,22
",",",",p
je,je,51
me,je,51
couche,coucher,17
dans,dans,81
une,un,71
malle,malle,22
",",",",p
-,-,p
en,en,81
chemise,chemise,22
/.,/.,P
je,je,51
me,je,51
couche,coucher,17
en,en,81
chemise,chemise,22
/!,/!,P
dieu,dieu,21
puissant,puissant,30
!,!,p
favorise,favoriser,17
cette,ce,74
sainte,saint,30
entreprise,entreprise,22
/!,/!,P
partirai,partir,15
je,je,51
seul,seul,30
/?,/?,P
c',ce,52
est,être,17
bien,bien,60
ennuyeux,ennuyeux,30
/!,/!,P
et,et,82
puis,puis,60
à,à,81
plusieurs,plusieurs,75
on,on,51
peut,pouvoir,17
s',se,51
emparer,emparer,14
d',de,81
un,un,71
navire,navire,21
",",",",p
faire,faire,14
le,le,71
corsaire,corsaire,21
",",",",p
au,à,81
au,le,71
besoin,besoin,21
mener,mener,14
les,le,71
révoltes,révolte,22
",",",",p
et,et,82
quand,quand,83
on,on,51
est,être,17
fatigué,fatiguer,12
",",",",p
fonder,fonder,14
une,un,71
colonie,colonie,22
/.,/.,P
qui,qui,52
entraînerai,entraîner,15
je,je,51
dans,dans,81
cette,ce,74
expédition,expédition,22
/?,/?,P
Malatestat,Malatestat,20
est,être,17
justement,justement,60
parti,partir,12
d',de,81
hier,hier,60
/.,/.,P
sa,son,73
mère,mère,22
est,être,17
tout,tout,60
d',de,81
un,un,71
coup,coup,21
tombée,tomber,12
malade,malade,30
",",",",p
et,et,82
il,il,51
est,être,17
allé,aller,12
la,le,52
voir,voir,14
/.,/.,P
il,il,51
adore,adorer,17
sa,son,73
mère,mère,22
",",",",p
une,un,71
mauvaise,mauvais,30
mère,mère,22
",",",",p
cependant,cependant,82
/!,/!,P
elle,il,51
lui,lui,51
envoie,envoyer,17
toujours,toujours,60
des,de,81
des,le,71
pastèques,pastèque,22
",",",",p
des,de,81
des,le,71
dattes,datte,22
et,et,82
des,de,81
des,le,71
oranges,orange,22
;,;,p
elle,il,51
lui,lui,51
fait,faire,17
passer,passer,14
de,de,81
l',le,71
argent,argent,21
en,en,81
cachette,cachette,22
du,de,81
du,le,71
proviseur,proviseur,21
/.,/.,P
“,“,p
elle,il,51
est,être,17
donc,donc,82
bien,bien,60
riche,riche,30
",",",",p
ta,ton,73
mère,mère,22
?,?,p
lui,lui,51
demandai,demander,19
je,je,51
un,un,71
jour,jour,21
/.,/.,P
-,-,p
non,non,60
",",",",p
mais,mais,82
elle,il,51
est,être,17
si,si,60
bonne,bon,30
/!,/!,P
-,-,p
tu,tu,51
l',le,52
aimes,aimer,17
bien,bien,60
/!,/!,P
-,-,p
si,si,83
je,je,51
l',le,52
aime,aimer,17
