11566
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 128e extrait>,<>,<>
le,le,71
poète,poète,21
n',ne,60
eut,avoir,19
plus,plus,60
de,de,81
cesse,cesse,22
qu',que,83
il,il,51
ne,ne,60
fût,être,19
mis,mettre,12
à,à,81
exécution,exécution,22
/.,/.,P
il,il,51
la,le,52
pressa,presser,19
de,de,81
faire,faire,14
ses,son,73
malles,malle,22
",",",",p
emprunta,emprunter,19
de,de,81
l',le,71
argent,argent,21
pour,pour,81
acquitter,acquitter,14
sa,son,73
note,note,22
à,à,81
l',le,71
hôtel,hôtel,21
qu',que,52
elle,il,51
habitait,habiter,18
",",",",p
cloua,clouer,19
",",",",p
décloua,déclouer,19
",",",",p
rangea,ranger,19
tout,tout,52
à,à,81
nouveau,nouveau,21
chez,chez,81
lui,lui,51
pour,pour,81
qu',que,83
elle,il,51
pût,pouvoir,18
y,y,52
installer,installer,14
ses,son,73
affaires,affaire,22
/.,/.,P
leur,leur,73
première,premier,72
soirée,soirée,22
de,de,81
noces,noce,22
fut,être,19
sans,sans,81
pareille,pareil,30
:,:,p
Marthe,Marthe,20
rétablit,rétablir,19
l',le,71
ordre,ordre,21
de,de,81
la,le,71
maison,maison,22
",",",",p
nettoya,nettoyer,19
les,le,71
tiroirs,tiroir,21
",",",",p
mit,mettre,19
de,de,81
côté,côté,21
le,le,71
linge,linge,21
à,à,81
repriser,repriser,14
",",",",p
épousseta,épousseter,19
les,le,71
livres,livre,21
et,et,82
les,le,71
tableaux,tableau,21
",",",",p
et,et,82
quand,quand,83
il,il,51
revint,revenir,19
pour,pour,81
dîner,dîner,14
il,il,51
trouva,trouver,19
bon,bon,30
feu,feu,21
",",",",p
lampe,lampe,22
ne,ne,60
fumant,fumer,13
pas,pas,60
comme,comme,83
d',de,81
habitude,habitude,22
",",",",p
et,et,82
",",",",p
dans,dans,81
son,son,73
fauteuil,fauteuil,21
",",",",p
une,un,71
femme,femme,22
gentiment,gentiment,60
ébouriffée,ébouriffé,31
qui,qui,52
l',le,52
attendait,attendre,18
",",",",p
les,le,71
pieds,pied,21
au,à,81
au,le,71
feu,feu,21
",",",",p
le,le,71
dos,dos,21
à,à,81
table,table,22
/.,/.,P
-,-,p
comme,comme,83
je,je,51
vais,aller,17
travailler,travailler,14
",",",",p
se,se,51
dit,dire,17
il,il,51
",",",",p
maintenant,maintenant,60
que,que,83
je,je,51
suis,être,17
si,si,60
bien,bien,60
chez,chez,81
moi,moi,51
/!,/!,P
en,en,81
attendant,attendre,13
",",",",p
l',le,71
argent,argent,21
fuyait,fuir,18
",",",",p
bride,bride,22
avalée,avalé,31
/.,/.,P
tous,tout,75
les,le,71
jours,jour,21
c',ce,52
était,être,18
une,un,71
dépense,dépense,22
nouvelle,nouveau,30
:,:,p
des,de,81
des,le,71
verres,verre,21
",",",",p
une,un,71
carafe,carafe,22
",",",",p
des,de,81
des,le,71
assiettes,assiette,22
;,;,p
il,il,51
fut,être,19
effrayé,effrayer,12
",",",",p
mais,mais,82
il,il,51
se,se,51
consola,consoler,19
",",",",p
se,se,51
répétant,répéter,13
qu',que,83
une,un,71
place,place,22
de,de,81
deux,deux,72
cents,cent,72
francs,franc,21
par,par,81
mois,mois,21
lui,lui,51
était,être,18
réservée,réserver,12
dans,dans,81
un,un,71
nouveau,nouveau,30
journal,journal,21
;,;,p
le,le,71
tout,tout,21
était,être,18
de,de,81
prendre,prendre,14
patience,patience,22
;,;,p
dans,dans,81
quelques,quelque,75
mois,mois,21
sa,son,73
situation,situation,22
serait,être,16
meilleure,meilleur,30
/.,/.,P
le,le,71
journal,journal,21
mourut,mourir,19
avant,avant,81
que,que,83
de,de,81
naître,naître,14
",",",",p
la,le,71
misère,misère,22
vint,venir,19
et,et,82
",",",",p
avec,avec,81
elle,il,51
",",",",p
les,le,71
terribles,terrible,30
désillusions,désillusion,22
du,de,81
du,le,71
concubinage,concubinage,21
/.,/.,P
les,le,71
premiers,premier,72
temps,temps,21
",",",",p
chacun,chacun,52
s',se,51
efforce,efforcer,17
d',de,81
être,être,14
aimable,aimable,30
;,;,p
c',ce,52
est,être,17
à,à,81
qui,qui,52
devancera,devancer,15
les,le,71
désirs,désir,21
de,de,81
l',le,71
autre,autre,52
et,et,82
cédera,céder,15
à,à,81
toutes,tout,75
ses,son,73
volontés,volonté,22
/.,/.,P
l',l',94
on,on,51
sent,sentir,17
bien,bien,60
alors,alors,60
que,que,83
la,le,71
première,premier,72
dispute,dispute,22
en,en,52
engendrera,engendrer,15
d',de,81
autres,autre,52
",",",",p
mais,mais,82
la,le,71
misère,misère,22
dégrise,dégriser,17
/.,/.,P
grâce,grâce,22
à,à,81
elle,il,51
",",",",p
le,le,71
vin,vin,21
d',de,81
amour,amour,21
est,être,17
bien,bien,60
vite,vite,60
cuvé,cuver,12
/.,/.,P
Léo,Léo,20
commençait,commencer,18
à,à,81
voir,voir,14
clair,clair,60
/.,/.,P
il,il,51
était,être,18
d',de,81
ailleurs,ailleurs,60
harassé,harasser,12
par,par,81
ces,ce,74
mille,mille,72
petits,petit,30
riens,rien,21
qui,qui,52
désolent,désoler,17
à,à,81
la,le,71
longue,longue,22
/.,/.,P
pourquoi,pourquoi,60
s',se,51
obstinait,obstiner,18
elle,il,51
à,à,81
ne,ne,60
pas,pas,60
vouloir,vouloir,14
laisser,laisser,14
son,son,73
fauteuil,fauteuil,21
devant,devant,81
son,son,73
bureau,bureau,21
/?,/?,P
pourquoi,pourquoi,60
cette,ce,74
manie,manie,22
de,de,81
lire,lire,14
ses,son,73
livres,livre,21
et,et,82
d',de,81
y,y,52
faire,faire,14
des,de,81
des,le,71
cornes,corne,22
/?,/?,P
et,et,82
puis,puis,60
",",",",p
pourquoi,pourquoi,60
cette,ce,74
volonté,volonté,22
bien,bien,60
arrêtée,arrêté,31
de,de,81
pendre,pendre,14
sur,sur,81
son,son,73
paletot,paletot,21
et,et,82
sa,son,73
culotte,culotte,22
ses,son,73
jupes,jupe,22
et,et,82
ses,son,73
peignoirs,peignoir,21
",",",",p
alors,alors,60
qu',que,83
elle,il,51
aurait,avoir,16
pu,pouvoir,12
les,le,52
accrocher,accrocher,14
à,à,81
un,un,71
autre,autre,75
clou,clou,21
et,et,82
ne,ne,60
pas,pas,60
le,le,52
contraindre,contraindre,14
à,à,81
enlever,enlever,14
toute,tout,75
une,un,71
charretée,charretée,22
de,de,81
linge,linge,21
pour,pour,81
prendre,prendre,14
sa,son,73
vareuse,vareuse,22
/?,/?,P
il,il,51
fallait,falloir,18
subir,subir,14
aussi,aussi,60
l',le,71
odeur,odeur,22
de,de,81
la,le,71
cuisine,cuisine,22
",",",",p
la,le,71
senteur,senteur,22
lourde,lourd,30
du,de,81
du,le,71
vin,vin,21
dans,dans,81
les,le,71
sauces,sauce,22
",",",",p
l',le,71
écoeurante,écoeurant,30
grillade,grillade,22
de,de,81
l',le,71
oignon,oignon,21
dans,dans,81
la,le,71
poêle,poêle,22
",",",",p
voir,voir,14
des,de,81
des,le,71
croûtes,croûte,22
de,de,81
pain,pain,21
traîner,traîner,14
sur,sur,81
les,le,71
tapis,tapis,21
",",",",p
des,de,81
des,le,71
bouts,bout,21
de,de,81
fil,fil,21
sur,sur,81
tous,tout,75
les,le,71
meubles,meuble,21
;,;,p
son,son,73
salon,salon,21
se,se,51
trouvait,trouver,18
bouleversé,bouleversé,31
de,de,81
fond,fond,21
en,en,81
comble,comble,21
/.,/.,P
les,le,71
jours,jour,21
de,de,81
savonnage,savonnage,21
",",",",p
c',ce,52
était,être,18
encore,encore,60
pis,pis,30
/!,/!,P
il,il,51
fallait,falloir,18
bien,bien,60
cependant,cependant,82
poser,poser,14
la,le,71
planche,planche,22
à,à,81
repasser,repasser,14
sur,sur,81
son,son,73
bureau,bureau,21
et,et,82
sur,sur,81
une,un,71
autre,autre,75
table,table,22
",",",",p
faire,faire,14
essorer,essorer,14
le,le,71
linge,linge,21
sur,sur,81
des,de,81
des,le,71
traverses,traverse,22
dans,dans,81
l',le,71
entrée,entrée,22
/.,/.,P
ces,ce,74
flaques,flaque,22
d',de,81
eau,eau,22
sur,sur,81
le,le,71
parquet,parquet,21
",",",",p
cet,ce,74
arôme,arôme,21
fade,fade,30
de,de,81
la,le,71
lessive,lessive,22
",",",",p
cette,ce,74
buée,buée,22
du,de,81
du,le,71
linge,linge,21
qui,qui,52
mouillait,mouiller,18
ses,son,73
cuivres,cuivre,21
et,et,82
ternissait,ternir,18
ses,son,73
glaces,glace,22
",",",",p
le,le,52
désespérèrent,désespérer,19
/.,/.,P
ces,ce,74
désagréments,désagrément,21
qui,qui,52
se,se,51
répétaient,répéter,18
tous,tout,75
les,le,71
jours,jour,21
",",",",p
cette,ce,74
absence,absence,22
des,de,81
des,le,71
amis,ami,21
que,que,52
la,le,71
présence,présence,22
de,de,81
la,le,71
femme,femme,22
éloigne,éloigner,17
",",",",p
cette,ce,74
impossibilité,impossibilité,22
de,de,81
travailler,travailler,14
près,près,81
d',de,81
une,un,71
maîtresse,maîtresse,22
qui,qui,52
",",",",p
n',ne,60
ayant,avoir,13
plus,plus,60
rien,rien,52
à,à,81
faire,faire,14
",",",",p
veut,vouloir,17
causer,causer,14
et,et,82
vous,vous,51
raconte,raconter,17
tous,tout,75
les,le,71
cancans,cancan,21
de,de,81
la,le,71
maison,maison,22
",",",",p
l',le,71
insolence,insolence,22
du,de,81
du,le,71
concierge,concierge,21
à,à,81
qui,qui,52
l',l',94
on,on,51
a,avoir,17
retiré,retirer,12
le,le,71
ménage,ménage,21
et,et,82
qui,qui,52
se,se,51
venge,venger,17
par,par,81
mille,mille,72
tracasseries,tracasserie,22
",",",",p
la,le,71
femme,femme,22
qui,qui,52
sent,sentir,17
cette,ce,74
hostilité,hostilité,22
contre,contre,81
elle,il,51
et,et,82
qui,qui,52
insiste,insister,17
pour,pour,81
que,que,83
l',le,71
homme,homme,21
s',se,51
en,en,52
mêle,mêler,17
et,et,82
la,le,52
fasse,faire,17
cesser,cesser,14
",",",",p
sa,son,73
moue,moue,22
dépitée,dépité,31
quand,quand,83
il,il,51
sortait,sortir,18
le,le,71
soir,soir,21
pour,pour,81
affaires,affaire,22
",",",",p
ou,ou,82
que,que,83
",",",",p
pressé,pressé,31
de,de,81
travail,travail,21
",",",",p
il,il,51
lisait,lire,18
ou,ou,82
prenait,prendre,18
des,de,81
des,le,71
notes,note,22
",",",",p
dans,dans,81
son,son,73
lit,lit,21
",",",",p
les,le,71
doléances,doléance,22
sur,sur,81
l',le,71
état,état,21
de,de,81
sa,son,73
robe,robe,22
qu',que,52
elle,il,51
ne,ne,60
pouvait,pouvoir,18
plus,plus,60
raccommoder,raccommoder,14
",",",",p
ce,ce,74
soupir,soupir,21
qui,qui,52
disait,dire,18
si,si,60
clairement,clairement,60
",",",",p
à,à,81
la,le,71
vue,vue,22
d',de,81
une,un,71
chemise,chemise,22
trouée,troué,31
",",",",p
que,que,83
d',de,81
ici,ici,60
à,à,81
quelques,quelque,75
jours,jour,21
il,il,51
en,en,52
faudrait,falloir,16
de,de,81
neuves,neuf,30
;,;,p
cette,ce,74
opiniâtreté,opiniâtreté,22
enfin,enfin,60
à,à,81
gémir,gémir,14
quand,quand,83
l',le,71
argent,argent,21
manquait,manquer,18
et,et,82
à,à,81
le,le,52
faire,faire,14
mal,mal,60
dîner,dîner,14
parce qu',parce que,83
elle,il,51
avait,avoir,18
dû,devoir,12
se,se,51
procurer,procurer,14
des,de,81
des,le,71
