11386
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 171e extrait>,<>,<>
avais,avoir,18
eu,avoir,12
",",",",p
vous,vous,51
le,le,52
savez,savoir,17
",",",",p
la,le,71
manie,manie,22
des,de,81
des,le,71
vers,vers,21
/.,/.,P
soit,soit,82
complaisance,complaisance,22
involontaire,involontaire,30
pour,pour,81
des,de,81
des,le,71
jours,jour,21
aimables,aimable,30
et,et,82
regrettés,regretté,31
",",",",p
soit,soit,82
avarice,avarice,22
",",",",p
je,je,51
ne,ne,60
voulus,vouloir,19
pas,pas,60
que,que,83
cette,ce,74
partie,partie,22
vivante,vivant,30
de,de,81
ma,mon,73
jeunesse,jeunesse,22
fût,être,19
entièrement,entièrement,60
détruite,détruire,12
/.,/.,P
je,je,51
m',je,51
imposai,imposer,19
la,le,71
tâche,tâche,22
de,de,81
fouiller,fouiller,14
ce,ce,74
vieux,vieux,30
répertoire,répertoire,21
de,de,81
choses,chose,22
enfantines,enfantin,30
et,et,82
de,de,81
sensations,sensation,22
à,à,81
peine,peine,22
éveillées,éveillé,31
/.,/.,P
ce,ce,52
fut,être,19
comme,comme,83
une,un,71
sorte,sorte,22
de,de,81
confession,confession,22
générale,général,30
",",",",p
indulgente,indulgent,30
",",",",p
mais,mais,82
ferme,ferme,30
",",",",p
sans,sans,81
aucun,aucun,75
danger,danger,21
pour,pour,81
une,un,71
conscience,conscience,22
qui,qui,52
se,se,51
juge,juger,17
/.,/.,P
de,de,81
ces,ce,74
innombrables,innombrable,30
péchés,péché,21
d',de,81
un,un,71
autre,autre,75
âge,âge,21
",",",",p
je,je,51
composai,composer,19
deux,deux,72
volumes,volume,21
/.,/.,P
j',je,51
y,y,52
mis,mettre,19
un,un,71
titre,titre,21
qui,qui,52
en,en,52
déterminait,déterminer,18
le,le,71
caractère,caractère,21
un,un,71
peu,peu,60
trop,trop,60
printanier,printanier,30
/.,/.,P
j',je,51
y,y,52
joignis,joindre,19
une,un,71
préface,préface,22
ingénieuse,ingénieux,30
qui,qui,52
devait,devoir,18
du,de,81
du,le,71
moins,moins,60
les,le,52
mettre,mettre,14
à,à,81
l',le,71
abri,abri,21
du,de,81
du,le,71
ridicule,ridicule,21
",",",",p
et,et,82
je,je,51
les,le,52
publiai,publier,19
sans,sans,81
signature,signature,22
/.,/.,P
ils,ils,51
parurent,paraître,19
et,et,82
disparurent,disparaître,19
/.,/.,P
je,je,51
n',ne,60
en,en,52
espérais,espérer,18
pas,pas,60
plus,plus,60
/.,/.,P
il,il,51
y,y,52
a,avoir,17
peut-être,peut-être,60
deux,deux,72
ou,ou,82
trois,trois,72
jeunes,jeune,30
gens,gens,21
de,de,81
mes,mon,73
contemporains,contemporain,21
qui,qui,52
les,le,52
ont,avoir,17
lus,lire,12
/.,/.,P
je,je,51
ne,ne,60
fis,faire,19
rien,rien,52
pour,pour,81
les,le,52
sauver,sauver,14
d',de,81
un,un,71
oubli,oubli,21
total,total,30
",",",",p
bien,bien,60
convaincu,convaincu,31
que,que,83
toute,tout,75
chose,chose,22
est,être,17
négligée,négliger,12
qui,qui,52
mérite,mériter,17
de,de,81
l',le,52
être,être,14
",",",",p
et,et,82
qu',que,83
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
un,un,71
rayon,rayon,21
de,de,81
vrai,vrai,30
soleil,soleil,21
perdu,perdu,31
dans,dans,81
tout,tout,75
l',le,71
univers,univers,21
/.,/.,P
ce,ce,74
balayage,balayage,21
de,de,81
conscience,conscience,22
accompli,accompli,31
",",",",p
je,je,51
m',je,51
occupai,occuper,19
de,de,81
soins,soin,21
moins,moins,60
frivoles,frivole,30
/.,/.,P
on,on,51
faisait,faire,18
beaucoup,beaucoup,60
de,de,81
politique,politique,22
alors,alors,60
partout,partout,60
",",",",p
et,et,82
particulièrement,particulièrement,60
dans,dans,81
le,le,71
monde,monde,21
observateur,observateur,21
et,et,82
un,un,71
peu,peu,60
chagrin,chagrin,30
où,où,60
je,je,51
vivais,vivre,18
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
dans,dans,81
l',le,71
air,air,21
de,de,81
cette,ce,74
époque,époque,22
une,un,71
foule,foule,22
d',de,81
idées,idée,22
à,à,81
l',le,71
état,état,21
nébuleux,nébuleux,30
",",",",p
de,de,81
problèmes,problème,21
à,à,81
l',le,71
état,état,21
d',de,81
espérances,espérance,22
",",",",p
de,de,81
générosités,générosité,22
en,en,81
mouvement,mouvement,21
qui,qui,52
devaient,devoir,18
se,se,51
condenser,condenser,14
plus,plus,60
tard,tard,60
et,et,82
former,former,14
ce,ce,52
qu',que,52
on,on,51
appelle,appeler,17
aujourd'hui,aujourd'hui,60
le,le,71
ciel,ciel,21
orageux,orageux,30
de,de,81
la,le,71
politique,politique,22
moderne,moderne,30
/.,/.,P
mon,mon,73
imagination,imagination,22
",",",",p
à,à,81
demi,demi,30
matée,maté,31
",",",",p
pas,pas,60
du,de,81
du,le,71
tout,tout,21
éteinte,éteint,31
",",",",p
trouvait,trouver,18
là,là,60
de,de,81
quoi,quoi,52
se,se,51
laisser,laisser,14
séduire,séduire,14
/.,/.,P
la,le,71
situation,situation,22
d',de,81
homme,homme,21
d',de,81
Etat,état,21
était,être,18
",",",",p
à,à,81
l',le,71
époque,époque,22
dont,dont,52
je,je,51
vous,vous,51
parle,parler,17
",",",",p
le,le,71
couronnement,couronnement,21
nécessaire,nécessaire,30
",",",",p
en,en,81
quelque,quelque,75
sorte,sorte,22
l',le,71
avènement,avènement,21
au,à,81
au,le,71
titre,titre,21
d',de,81
homme,homme,21
utile,utile,30
",",",",p
pour,pour,81
tout,tout,75
homme,homme,21
de,de,81
génie,génie,21
",",",",p
de,de,81
talent,talent,21
",",",",p
ou,ou,82
seulement,seulement,60
d',de,81
esprit,esprit,21
/.,/.,P
je,je,51
m',je,51
épris,éprendre,19
de,de,81
cette,ce,74
idée,idée,22
de,de,81
devenir,devenir,14
utile,utile,30
après,après,81
avoir,avoir,14
été,être,12
si,si,60
longtemps,longtemps,60
nuisible,nuisible,30
/.,/.,P
et,et,82
quant,quand,83
à,à,81
l',le,71
ambition,ambition,22
d',de,81
être,être,14
illustre,illustre,30
",",",",p
elle,il,51
me,je,51
vint,venir,19
aussi,aussi,60
par,par,81
moments,moment,21
",",",",p
mais,mais,82
dieu,dieu,21
sait,savoir,17
pour,pour,81
qui,qui,52
/!,/!,P
-,-,p
je,je,51
fis,faire,19
d'abord,d'abord,60
une,un,71
sorte,sorte,22
de,de,81
stage,stage,21
dans,dans,81
l',le,71
antichambre,antichambre,22
même,même,30
des,de,81
des,le,71
affaires,affaire,22
publiques,public,30
",",",",p
je,je,51
veux,vouloir,17
dire,dire,14
au,à,81
au,le,71
milieu,milieu,21
d',de,81
un,un,71
petit,petit,30
parlement,parlement,21
composé,composé,31
de,de,81
jeunes,jeune,30
volontés,volonté,22
ambitieuses,ambitieux,30
",",",",p
de,de,81
très,très,60
jeunes,jeune,30
dévouements,dévouement,21
tout,tout,60
prêts,prêt,30
à,à,81
s',se,51
offrir,offrir,14
",",",",p
où,où,60
se,se,51
reproduisait,reproduire,18
en,en,81
diminutif,diminutif,21
une,un,71
partie,partie,22
des,de,81
des,le,71
débats,débat,21
qui,qui,52
agitaient,agiter,18
alors,alors,60
l',le,71
Europe,Europe,20
/.,/.,P
j',je,51
y,y,52
eus,avoir,19
des,de,81
des,le,71
succès,succès,21
",",",",p
je,je,51
puis,pouvoir,17
le,le,52
dire,dire,14
sans,sans,81
orgueil,orgueil,21
aujourd'hui,aujourd'hui,60
que,que,83
notre,notre,73
parlement,parlement,21
lui-même,lui-même,51
est,être,17
oublié,oublier,12
/.,/.,P
j',je,51
y,y,52
trouvais,trouver,18
à,à,81
déployer,déployer,14
l',le,71
activité,activité,22
dévorante,dévorant,30
qui,qui,52
me,je,51
consumait,consumer,18
/.,/.,P
je,je,51
ne,ne,60
sais,savoir,17
quel,quel,75
insurmontable,insurmontable,30
espoir,espoir,21
me,je,51
restait,rester,18
de,de,81
retrouver,retrouver,14
Madeleine,Madeleine,20
/.,/.,P
ne,ne,60
m',je,51
avait,avoir,18
elle,il,51
pas,pas,60
dit,dire,12
:,:,p
“,“,p
adieu,adieu,21
ou,ou,82
au revoir,au revoir,21
/?,/?,P
“,“,p
j',je,51
entendais,entendre,18
qu',que,83
elle,il,51
me,je,51
revît,revoir,18
meilleur,meilleur,30
",",",",p
transformé,transformé,31
",",",",p
avec,avec,81
un,un,71
lustre,lustre,21
de,de,81
plus,plus,60
pour,pour,81
ennoblir,ennoblir,14
ma,mon,73
passion,passion,22
/.,/.,P
tout,tout,52
se,se,51
mêlait,mêler,18
ainsi,ainsi,60
dans,dans,81
les,le,71
stimulants,stimulant,21
qui,qui,52
m',je,51
aiguillonnaient,aiguillonner,18
/.,/.,P
le,le,71
souvenir,souvenir,21
acharné,acharné,31
de,de,81
Madeleine,Madeleine,20
bourdonnait,bourdonner,18
au,à,81
au,le,71
fond,fond,21
de,de,81
mes,mon,73
soi-disant,soi-disant,30
ambitions,ambition,22
et,et,82
il,il,51
y,y,52
avait,avoir,18
des,de,81
des,le,71
moments,moment,21
où,où,60
je,je,51
ne,ne,60
savais,savoir,18
plus,plus,60
distinguer,distinguer,14
",",",",p
dans,dans,81
mes,mon,73
rêves,rêve,21
anticipés,anticipé,31
de,de,81
gouvernement,gouvernement,21
",",",",p
ce,ce,52
qui,qui,52
venait,venir,18
du,de,81
du,le,71
philanthrope,philanthrope,21
ou,ou,82
de,de,81
l',le,71
amoureux,amoureux,21
/.,/.,P
quoi,quoi,52
qu',que,52
il,il,51
en,en,52
soit,être,17
",",",",p
je,je,51
me,je,51
résumai,résumer,19
d'abord,d'abord,60
dans,dans,81
un,un,71
livre,livre,21
qui,qui,52
parut,paraître,19
sous,sous,81
un,un,71
nom,nom,21
fictif,fictif,30
/.,/.,P
quelques,quelque,75
mois,mois,21
après,après,81
",",",",p
j',je,51
en,en,52
lançai,lancer,19
un,un,71
second,second,72
/.,/.,P
ils,ils,51
eurent,avoir,19
l',le,71
un,un,52
et,et,82
l',le,71
autre,autre,52
beaucoup,beaucoup,60
plus,plus,60
de,de,81
retentissement,retentissement,21
que,que,52
je,je,51
ne,ne,60
le,le,52
supposais,supposer,18
/.,/.,P
en,en,81
très,très,60
peu,peu,60
de,de,81
temps,temps,21
",",",",p
d',de,81
absolument,absolument,60
obscur,obscur,30
je,je,51
faillis,faillir,19
devenir,devenir,14
célèbre,célèbre,30
/.,/.,P
je,je,51
savourai,savourer,19
délicatement,délicatement,60
ce,ce,74
plaisir,plaisir,21
vaniteux,vaniteux,30
",",",",p
furtif,furtif,30
et,et,82
tout,tout,60
particulier,particulier,30
",",",",p
de,de,81
m',je,51
entendre,entendre,14
louer,louer,14
dans,dans,81
la,le,71
personne,personne,22
de,de,81
mon,mon,73
pseudonyme,pseudonyme,21
/.,/.,P
le,le,71
jour,jour,21
où,où,60
le,le,71
succès,succès,21
fut,être,19
incontestable,incontestable,30
",",",",p
je,je,51
portai,porter,19
mes,mon,73
deux,deux,72
volumes,volume,21
à,à,81
Augustin,Augustin,20
/.,/.,P
il,il,51
m',je,51
embrassa,embrasser,19
de,de,81
tout,tout,75
son,son,73
coeur,coeur,21
",",",",p
me,je,51
déclara,déclarer,19
que,que,83
j',je,51
avais,avoir,18
un,un,71
grand,grand,30
talent,talent,21
",",",",p
s',se,51
étonna,étonner,19
qu',que,83
il,il,51
se,se,51
fût,être,19
révélé,révéler,12
si,si,60
vite,vite,60
et,et,82
du,de,81
du,le,71
premier,premier,72
coup,coup,21
",",",",p
et,et,82
me,je,51
prédit,prédire,19
comme,comme,83
infaillibles,infaillible,30
des,de,81
des,le,71
destinées,destinée,22
à,à,81
me,je,51
faire,faire,14
tourner,tourner,14
la,le,71
tête,tête,22
/.,/.,P
je,je,51
voulus,vouloir,19
que,que,83
Madeleine,Madeleine,20
eût,avoir,19
l',le,71
avant-goût,avant-goût,21
de,de,81
ma,mon,73
célébrité,célébrité,22
",",",",p
et,et,82
j',je,51
adressai,adresser,19
mes,mon,73
livres,livre,21
à,à,81
monsieur,monsieur,21
de,de,81
Nièvres,Nièvres,20
/.,/.,P
je,je,51
le,le,52
priais,prier,18
de,de,81
ne,ne,60
pas,pas,60
me,je,51
trahir,trahir,14
;,;,p
je,je,51
lui,lui,51
donnais,donner,18
de,de,81
ma,mon,73
retraite,retraite,22
une,un,71
explication,explication,22
plausible,plausible,30
;,;,p
elle,il,51
devenait,devenir,18
à,à,81
peu,peu,60
près,près,81
excusable,excusable,30
depuis,depuis,81
qu',que,83
il,il,51
avait,avoir,18
avéré,avérer,12
qu',que,83
elle,il,51
avait,avoir,18
un,un,71
but,but,21
/.,/.,P
la,le,71
réponse,réponse,22
de,de,81
monsieur,monsieur,21
de,de,81
Nièvres,Nièvres,20
ne,ne,60
contenait,contenir,18
guère,guère,60
que,que,83
des,de,81
des,le,71
remercîments,remerciement,21
et,et,82
des,de,81
des,le,71
éloges,éloge,21
calqués,calqué,31
sur,sur,81
des,de,81
des,le,71
bruits,bruit,21
publics,public,30
/.,/.,P
Madeleine,Madeleine,20
n',ne,60
ajoutait,ajouter,18
pas,pas,60
un,un,71
mot,mot,21
aux,à,81
aux,le,71
