11655
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 145e extrait>,<>,<>
l',le,52
appeler,appeler,14
",",",",p
elle,il,51
ne,ne,60
répondait,répondre,18
pas,pas,60
",",",",p
ou,ou,82
bien,bien,60
elle,il,51
répondait,répondre,18
:,:,p
non,non,60
",",",",p
je,je,51
suis,être,17
morte,mourir,12
/!,/!,P
c',ce,52
était,être,18
une,un,71
fièvre,fièvre,22
terrible,terrible,30
;,;,p
mais,mais,82
je,je,51
n',ne,60
osais,oser,18
pas,pas,60
appeler,appeler,14
le,le,71
médecin,médecin,21
ni,ni,82
les,le,71
voisines,voisine,22
",",",",p
de,de,81
peur,peur,22
que,que,83
la,le,71
chose,chose,22
ne,ne,60
fût,être,19
connue,connaître,12
/.,/.,P
je,je,51
lui,lui,51
donnais,donner,18
à,à,81
boire,boire,14
entre,entre,81
ses,son,73
dents,dent,22
",",",",p
qui,qui,52
claquaient,claquer,18
;,;,p
je,je,51
lui,lui,51
parlais,parler,18
",",",",p
je,je,51
l',le,52
embrassais,embrasser,18
",",",",p
je,je,51
la,le,52
reconsolais,reconsoler,18
comme,comme,83
je,je,51
pouvais,pouvoir,18
",",",",p
je,je,51
pleurais,pleurer,18
avec,avec,81
elle,il,51
et,et,82
sur,sur,81
elle,il,51
/.,/.,P
je,je,51
priais,prier,18
dieu,dieu,21
au,à,81
au,le,71
pied,pied,21
de,de,81
son,son,73
lit,lit,21
",",",",p
ses,son,73
pieds,pied,21
froids,froid,30
dans,dans,81
mes,mon,73
mains,main,22
et,et,82
sous,sous,81
mon,mon,73
soude,soude,22
/!,/!,P
ah,ah,93
qu',que,52
elle,il,51
nuit,nuire,17
/!,/!,P
depuis,depuis,81
celle,celui,52
où,où,60
j',je,51
avais,avoir,18
pleuré,pleurer,12
Cyprien,Cyprien,20
",",",",p
je,je,51
n',ne,60
en,en,52
avais,avoir,18
pas,pas,60
encore,encore,60
eu,avoir,12
une,un,71
pareille,pareil,30
/!,/!,P
vers,vers,81
le,le,71
matin,matin,21
",",",",p
les,le,71
convulsions,convulsion,22
",",",",p
les,le,71
cris,cri,21
",",",",p
les,le,71
délires,délire,21
cessèrent,cesser,19
",",",",p
et,et,82
elle,il,51
s',se,51
assoupit,assoupir,17
",",",",p
les,le,71
paupières,paupière,22
pleines,plein,30
d',de,81
eau,eau,22
/.,/.,P
je,je,51
remerciai,remercier,19
dieu,dieu,21
/.,/.,P
elle,il,51
se,se,51
réveilla,réveiller,19
tard,tard,60
",",",",p
tard,tard,60
",",",",p
et,et,82
elle,il,51
avait,avoir,18
repris,reprendre,12
la,le,71
raison,raison,22
;,;,p
mais,mais,82
ce,ce,52
n',ne,60
était,être,18
plus,plus,60
la,le,71
même,même,75
enfant,enfant,21
;,;,p
elle,il,51
avait,avoir,18
bien,bien,60
vieillie,vieillir,12
de,de,81
cinq,cinq,72
ans,an,21
en,en,81
une,un,71
nuit,nuit,22
;,;,p
on,on,51
n',ne,60
entendait,entendre,18
quasi,quasi,60
plus,plus,60
sa,son,73
voix,voix,22
",",",",p
son,son,73
visage,visage,21
était,être,18
devenu,devenir,12
pâle,pâle,30
comme,comme,83
le,le,71
mien,mien,52
/.,/.,P
elle,il,51
était,être,18
sur,sur,81
le,le,71
lit,lit,21
",",",",p
les,le,71
yeux,oeil,21
fixés,fixé,31
sur,sur,81
la,le,71
boucle,boucle,22
de,de,81
cheveux,cheveu,21
qu',que,52
elle,il,51
tenait,tenir,18
dans,dans,81
ses,son,73
mains,main,22
jointes,joint,31
sur,sur,81
