11378
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 186e extrait>,<>,<>
je,je,51
pris,prendre,19
donc,donc,82
à,à,81
la,le,71
table,table,22
du,de,81
du,le,71
cabbaliste,cabaliste,21
ma,mon,73
place,place,22
accoutumée,accoutumé,31
/.,/.,P
je,je,51
pris,prendre,19
donc,donc,82
",",",",p
à,à,81
la,le,71
table,table,22
du,de,81
du,le,71
cabbaliste,cabaliste,21
",",",",p
ma,mon,73
place,place,22
accoutumée,accoutumé,31
",",",",p
avec,avec,81
cette,ce,74
idée,idée,22
affligeante,affligeant,30
",",",",p
que,que,83
je,je,51
m',je,51
y,y,52
asseyais,asseoir,18
pour,pour,81
la,le,71
dernière,dernier,30
fois,fois,22
/.,/.,P
j',je,51
avais,avoir,18
l',le,71
âme,âme,22
noire,noir,30
de,de,81
la,le,71
trahison,trahison,22
de,de,81
Jahel,Jahel,20
/.,/.,P
hélas,hélas,60
!,!,p
me,je,51
disais,dire,18
je,je,51
",",",",p
mon,mon,73
voeu,voeu,21
le,le,71
plus,plus,60
ardent,ardent,30
était,être,18
de,de,81
fuir,fuir,14
avec,avec,81
elle,il,51
/.,/.,P
il,il,51
n',ne,60
y,y,52
avait,avoir,18
point,point,60
d',de,81
apparence,apparence,22
qu',que,83
il,il,51
fût,être,19
exaucé,exaucer,12
/.,/.,P
il,il,51
l',le,52
est,être,17
pourtant,pourtant,60
",",",",p
et,et,82
de,de,81
la,le,71
plus,plus,60
cruelle,cruel,30
manière,manière,22
/.,/.,P
et,et,82
j',je,51
admirais,admirer,18
cette,ce,74
fois,fois,22
encore,encore,60
la,le,71
sagesse,sagesse,22
de,de,81
mon,mon,73
bien-aimé,bien-aimé,30
maître,maître,21
qui,qui,52
",",",",p
un,un,71
jour,jour,21
que,que,83
je,je,51
souhaitais,souhaiter,18
trop,trop,60
vivement,vivement,60
le,le,71
bon,bon,30
succès,succès,21
de,de,81
quelque,quelque,75
affaire,affaire,22
",",",",p
me,je,51
répondit,répondre,19
par,par,81
cette,ce,74
parole,parole,22
de,de,81
la,le,71
Bible,Bible,20
:,:,p
et,et,82
tribuit,tribuit,92
eis,eis,92
petitionem,petitionem,92
eorum,eorum,92
/.,/.,P
mes,mon,73
chagrins,chagrin,21
et,et,82
mes,mon,73
inquiétudes,inquiétude,22
m',je,51
ôtaient,ôter,18
tout,tout,75
appétit,appétit,21
",",",",p
et,et,82
je,je,51
ne,ne,60
touchais,toucher,18
aux,à,81
aux,le,71
mets,mets,21
que,que,83
du,de,81
du,le,71
bout,bout,21
des,de,81
des,le,71
lèvres,lèvre,22
/.,/.,P
cependant,cependant,82
",",",",p
mon,mon,73
bon,bon,30
maître,maître,21
avait,avoir,18
gardé,garder,12
la,le,71
grâce,grâce,22
inaltérable,inaltérable,30
de,de,81
son,son,73
âme,âme,22
/.,/.,P
il,il,51
abondait,abonder,18
en,en,81
aimables,aimable,30
discours,discours,21
",",",",p
et,et,82
l',l',94
on,on,51
eût,avoir,19
dit,dire,12
un,un,52
de,de,81
ces,ce,74
sages,sage,21
que,que,52
le,le,71
Télémaque,Télémaque,20
nous,nous,51
montre,montrer,17
conversant,converser,13
sous,sous,81
les,le,71
ombrages,ombrage,21
des,de,81
des,le,71
Champs-Elysées,Champs Elysées,20
",",",",p
plutôt,plutôt,60
qu',que,83
un,un,71
homme,homme,21
poursuivi,poursuivi,31
comme,comme,83
meurtrier,meurtrier,30
et,et,82
réduit,réduit,31
à,à,81
une,un,71
vie,vie,22
errante,errant,30
et,et,82
misérable,misérable,30
/.,/.,P
monsieur,monsieur,21
d',de,81
Astarac,Astarac,20
",",",",p
s',se,51
imaginant,imaginer,13
que,que,83
j',je,51
avais,avoir,18
passé,passer,12
la,le,71
nuit,nuit,22
à,à,81
la,le,71
