11623
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 167e extrait>,<>,<>
il,il,51
y,y,52
a,avoir,17
terriblement,terriblement,60
d',de,81
années,année,22
",",",",p
je,je,51
m',je,51
en,en,52
allais,aller,18
chasser,chasser,14
le,le,71
gibier,gibier,21
d',de,81
eau,eau,22
dans,dans,81
les,le,71
marais,marais,21
de,de,81
l',le,71
ouest,ouest,21
",",",",p
-,-,p
et,et,82
comme,comme,83
il,il,51
n',ne,60
y,y,52
avait,avoir,18
pas,pas,60
alors,alors,60
de,de,81
chemins,chemin,21
de,de,81
fer,fer,21
dans,dans,81
le,le,71
pays,pays,21
où,où,60
il,il,51
me,je,51
fallait,falloir,18
voyager,voyager,14
",",",",p
je,je,51
prenais,prendre,18
la,le,71
diligence,diligence,22
de,de,81
…,…,p
qui,qui,52
passait,passer,18
à,à,81
la,le,71
patte,patte,22
d',de,81
oie,oie,22
du,de,81
du,le,71
château,château,21
de,de,81
Rueil,Rueil,20
et,et,82
qui,qui,52
",",",",p
pour,pour,81
le,le,71
moment,moment,21
",",",",p
n',ne,60
avait,avoir,18
dans,dans,81
son,son,73
coupé,coupé,21
qu',que,83
une,un,71
seule,seul,30
personne,personne,22
/.,/.,P
cette,ce,74
personne,personne,22
",",",",p
très,très,60
remarquable,remarquable,30
à,à,81
tous,tout,75
égards,égard,21
",",",",p
et,et,82
que,que,52
je,je,51
connaissais,connaître,18
pour,pour,81
l',le,52
avoir,avoir,14
beaucoup,beaucoup,60
rencontrée,rencontrer,12
dans,dans,81
le,le,71
monde,monde,21
",",",",p
était,être,18
un,un,71
homme,homme,21
que,que,52
je,je,51
vous,vous,51
demanderai,demander,15
la,le,71
permission,permission,22
d',de,81
appeler,appeler,14
le,le,71
vicomte,vicomte,21
de,de,81
Brassard,Brassard,20
/.,/.,P
précaution,précaution,22
probablement,probablement,60
inutile,inutile,30
/!,/!,P
les,le,71
quelques,quelque,75
centaines,centaine,22
de,de,81
personnes,personne,22
qui,qui,52
se,se,51
nomment,nommer,17
le,le,71
monde,monde,21
à,à,81
Paris,Paris,20
sont,être,17
bien,bien,60
capables,capable,30
de,de,81
mettre,mettre,14
ici,ici,60
son,son,73
nom,nom,21
véritable,véritable,30
/…,/…,P
il,il,51
était,être,18
environ,environ,60
cinq,cinq,72
heures,heure,22
du,de,81
du,le,71
soir,soir,21
/.,/.,P
le,le,71
soleil,soleil,21
éclairait,éclairer,18
de,de,81
ses,son,73
feux,feu,21
alentis,alenti,31
une,un,71
route,route,22
poudreuse,poudreux,30
",",",",p
bordée,bordé,31
de,de,81
peupliers,peuplier,21
et,et,82
de,de,81
prairies,prairie,22
",",",",p
sur,sur,81
laquelle,lequel,52
nous,nous,51
nous,nous,51
élançâmes,élancer,19
au,à,81
au,le,71
galop,galop,21
de,de,81
quatre,quatre,72
vigoureux,vigoureux,30
chevaux,cheval,21
dont,dont,52
nous,nous,51
voyions,voir,18
les,le,71
croupes,croupe,22
musclées,musclé,31
se,se,51
soulever,soulever,14
lourdement,lourdement,60
à,à,81
chaque,chaque,75
coup,coup,21
de,de,81
fouet,fouet,21
du,de,81
du,le,71
postillon,postillon,21
",",",",p
-,-,p
du,de,81
du,le,71
postillon,postillon,21
",",",",p
image,image,22
de,de,81
la,le,71
vie,vie,22
",",",",p
qui,qui,52
fait,faire,17
toujours,toujours,60
trop,trop,60
claquer,claquer,14
son,son,73
fouet,fouet,21
au,à,81
au,le,71
départ,départ,21
/!,/!,P
le,le,71
vicomte,vicomte,21
de,de,81
Brassard,Brassard,20
était,être,18
à,à,81
cet,ce,74
instant,instant,21
de,de,81
l',le,71
existence,existence,22
où,où,60
l',l',94
on,on,51
ne,ne,60
fait,faire,17
plus,plus,60
guère,guère,60
claquer,claquer,14
le,le,71
sien,sien,52
/…,/…,P
mais,mais,82
c',ce,52
est,être,17
un,un,52
de,de,81
ces,ce,74
tempéraments,tempérament,21
dignes,digne,30
d',de,81
être,être,14
Anglais,Anglais,20
(,(,p
il,il,51
a,avoir,17
été,être,12
élevé,élever,12
en,en,81
Angleterre,Angleterre,20
),),p
",",",",p
qui,qui,52
blessés,blessé,31
à,à,81
mort,mort,22
",",",",p
n',ne,60
en,en,52
conviendraient,convenir,16
jamais,jamais,60
et,et,82
mourraient,mourir,16
en,en,81
soutenant,soutenir,13
qu',que,83
ils,ils,51
vivent,vivre,17
/.,/.,P
on,on,51
a,avoir,17
dans,dans,81
le,le,71
monde,monde,21
",",",",p
et,et,82
même,même,60
dans,dans,81
les,le,71
livres,livre,21
",",",",p
l',le,71
habitude,habitude,22
de,de,81
se,se,51
moquer,moquer,14
des,de,81
des,le,71
prétentions,prétention,22
à,à,81
la,le,71
jeunesse,jeunesse,22
de,de,81
ceux,celui,52
qui,qui,52
ont,avoir,17
dépassé,dépasser,12
cet,ce,74
âge,âge,21
heureux,heureux,30
de,de,81
l',le,71
inexpérience,inexpérience,22
et,et,82
de,de,81
la,le,71
sottise,sottise,22
",",",",p
et,et,82
on,on,51
a,avoir,17
raison,raison,22
",",",",p
quand,quand,83
la,le,71
forme,forme,22
de,de,81
ces,ce,74
prétentions,prétention,22
est,être,17
ridicule,ridicule,30
;,;,p
mais,mais,82
quand,quand,83
elle,il,51
ne,ne,60
l',le,52
est,être,17
pas,pas,60
",",",",p
-,-,p
quand,quand,83
",",",",p
au,à,81
au,le,71
contraire,contraire,21
",",",",p
elle,il,51
est,être,17
imposante,imposant,30
comme,comme,83
la,le,71
fierté,fierté,22
qui,qui,52
ne,ne,60
veut,vouloir,17
pas,pas,60
déchoir,déchoir,14
et,et,82
qui,qui,52
l',le,52
inspire,inspirer,17
",",",",p
je,je,51
ne,ne,60
dis,dire,17
pas,pas,60
que,que,83
cela,cela,52
n',ne,60
est,être,17
point,point,60
insensé,insensé,30
",",",",p
puisque,puisque,83
cela,cela,52
est,être,17
inutile,inutile,30
",",",",p
mais,mais,82
c',ce,52
est,être,17
beau,beau,30
comme,comme,83
tant,tant,60
de,de,81
choses,chose,22
insensées,insensé,30
!,!,p
/…,/…,P
si,si,83
le,le,71
sentiment,sentiment,21
de,de,81
la,le,71
garde,garde,22
qui,qui,52
meurt,mourir,17
et,et,82
ne,ne,60
se,se,51
rend,rendre,17
pas,pas,60
est,être,17
héroïque,héroïque,30
à,à,81
Waterloo,Waterloo,20
",",",",p
