11555
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 178e extrait>,<>,<>
ce,ce,74
soir,soir,21
là,là,60
",",",",p
nous,nous,51
trouvant,trouver,13
",",",",p
mon,mon,73
bon,bon,30
maître,maître,21
et,et,82
moi,moi,51
",",",",p
dans,dans,81
la,le,71
rue,rue,22
du,de,81
du,le,71
bac,bac,21
/.,/.,P
ce,ce,74
soir,soir,21
là,là,60
",",",",p
nous,nous,51
trouvant,trouver,13
",",",",p
mon,mon,73
bon,bon,30
maître,maître,21
et,et,82
moi,moi,51
",",",",p
dans,dans,81
la,le,71
rue,rue,22
du,de,81
du,le,71
bac,bac,21
",",",",p
comme,comme,83
il,il,51
faisait,faire,18
chaud,chaud,21
",",",",p
monsieur,monsieur,21
Jérôme,Jérôme,20
Coignard,Coignard,20
me,je,51
dit,dire,19
:,:,p
-,-,p
Jacques,Jacques,20
Tournebroche,Tournebroche,20
",",",",p
mon,mon,73
fils,fils,21
",",",",p
ne,ne,60
vous,vous,51
plairait,plaire,16
il,il,51
point,point,60
tirer,tirer,14
à,à,81
gauche,gauche,22
",",",",p
dans,dans,81
la,le,71
rue,rue,22
de,de,81
Grenelle,Grenelle,20
",",",",p
à,à,81
la,le,71
recherche,recherche,22
d',de,81
un,un,71
cabaret,cabaret,21
/?,/?,P
encore,encore,60
nous,nous,51
faut,falloir,17
il,il,51
chercher,chercher,14
un,un,71
hôte,hôte,21
qui,qui,52
vende,vendre,17
du,de,81
du,le,71
vin,vin,21
à,à,81
deux,deux,72
sous,sous,81
le,le,71
pot,pot,21
/.,/.,P
car,car,82
je,je,51
suis,être,17
démuni,démunir,12
d',de,81
argent,argent,21
et,et,82
je,je,51
pense,penser,17
",",",",p
mon,mon,73
fils,fils,21
",",",",p
que,que,83
vous,vous,51
n',ne,60
êtes,être,17
pas,pas,60
mieux,mieux,60
pourvu,pourvoir,12
que,que,83
moi,moi,51
",",",",p
par,par,81
l',le,71
injure,injure,22
de,de,81
monsieur,monsieur,21
d',de,81
Astarac,Astarac,20
",",",",p
qui,qui,52
fait,faire,17
peut-être,peut-être,60
de,de,81
l',le,71
or,or,21
",",",",p
mais,mais,82
qui,qui,52
n',ne,60
en,en,52
donne,donner,17
point,point,60
à,à,81
ses,son,73
secrétaires,secrétaire,21
et,et,82
domestiques,domestique,21
",",",",p
ainsi,ainsi,60
qu',que,83
il,il,51
apparaît,apparaître,17
par,par,81
votre,votre,73
exemple,exemple,21
et,et,82
le,le,71
mien,mien,52
/.,/.,P
l',le,71
état,état,21
où,où,60
il,il,51
nous,nous,51
laisse,laisser,17
est,être,17
lamentable,lamentable,30
/.,/.,P
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
un,un,71
sou,sou,21
vaillant,vaillant,30
dans,dans,81
ma,mon,73
poche,poche,22
",",",",p
et,et,82
je,je,51
vois,voir,17
qu',que,83
il,il,51
faudra,falloir,15
que,que,83
je,je,51
remédie,remédier,17
par,par,81
industrie,industrie,22
et,et,82
ruse,ruse,22
à,à,81
ce,ce,74
grand,grand,30
mal,mal,21
/.,/.,P
il,il,51
est,être,17
beau,beau,30
de,de,81
supporter,supporter,14
la,le,71
pauvreté,pauvreté,22
d',de,81
une,un,71
âme,âme,22
égale,égal,30
",",",",p
comme,comme,83
Epictète,Epictète,20
",",",",p
qui,qui,52
y,y,52
acquit,acquérir,19
une,un,71
gloire,gloire,22
impérissable,impérissable,30
/.,/.,P
mais,mais,82
c',ce,52
est,être,17
un,un,71
exercice,exercice,21
dont,dont,52
je,je,51
suis,être,17
las,las,30
",",",",p
et,et,82
qui,qui,52
m',je,51
est,être,17
devenu,devenir,12
fastidieux,fastidieux,30
par,par,81
l',le,71
accoutumance,accoutumance,22
/.,/.,P
je,je,51
sens,sentir,17
qu',que,83
il,il,51
est,être,17
temps,temps,21
que,que,83
je,je,51
change,changer,17
de,de,81
vertu,vertu,22
et,et,82
que,que,83
je,je,51
m',je,51
instruise,instruire,17
à,à,81
posséder,posséder,14
des,de,81
des,le,71
richesses,richesse,22
sans,sans,81
qu',que,83
elles,ils,51
me,je,51
possèdent,posséder,17
",",",",p
ce,ce,52
qui,qui,52
est,être,17
l',le,71
état,état,21
le,le,71
plus,plus,60
noble,noble,30
où,où,60
se,se,51
puisse,pouvoir,17
hausser,hausser,14
l',le,71
âme,âme,22
d',de,81
un,un,71
philosophe,philosophe,21
/.,/.,P
je,je,51
veux,vouloir,17
bientôt,bientôt,60
faire,faire,14
quelque,quelque,75
gain,gain,21
",",",",p
afin,afin,81
de,de,81
montrer,montrer,14
que,que,83
ma,mon,73
sagesse,sagesse,22
ne,ne,60
se,se,51
dément,démentir,17
pas,pas,60
même,même,60
dans,dans,81
la,le,71
prospérité,prospérité,22
/.,/.,P
j',je,51
en,en,52
cherche,chercher,17
les,le,71
moyens,moyen,21
",",",",p
et,et,82
tu,tu,51
m',je,51
y,y,52
vois,voir,17
songer,songer,14
",",",",p
Tournebroche,Tournebroche,20
/.,/.,P
tandis que,tandis que,83
mon,mon,73
bon,bon,30
maître,maître,21
parlait,parler,18
de,de,81
la,le,71
sorte,sorte,22
avec,avec,81
une,un,71
noble,noble,30
élégance,élégance,22
",",",",p
nous,nous,51
approchions,approcher,18
du,de,81
du,le,71
joli,joli,30
hôtel,hôtel,21
où,où,60
monsieur,monsieur,21
de,de,81
la,le,71
Guéritaude,Guéritaude,20
avait,avoir,18
logé,loger,12
mam'selle,mademoiselle,22
Catherine,Catherine,20
/.,/.,P
“,“,p
vous,vous,51
le,le,52
reconnaîtrez,reconnaître,15
",",",",p
m',je,51
avait,avoir,18
elle,il,51
dit,dire,12
",",",",p
aux,à,81
aux,le,71
rosiers,rosier,21
du,de,81
du,le,71
balcon,balcon,21
/.,/.,P
“,“,p
il,il,51
ne,ne,60
faisait,faire,18
pas,pas,60
assez,assez,60
jour,jour,21
pour,pour,81
que,que,83
je,je,51
visse,voir,18
les,le,71
roses,rose,22
",",",",p
mais,mais,82
je,je,51
croyais,croire,18
les,le,52
sentir,sentir,14
/.,/.,P
après,après,81
avoir,avoir,14
fait,faire,12
quelques,quelque,75
pas,pas,21
",",",",p
je,je,51
la,le,52
reconnus,reconnaître,19
à,à,81
la,le,71
fenêtre,fenêtre,22
",",",",p
un,un,71
pot,pot,21
à,à,81
eau,eau,22
à,à,81
la,le,71
main,main,22
",",",",p
arrosant,arroser,13
ses,son,73
fleurs,fleur,22
/.,/.,P
en,en,81
me,je,51
reconnaissant,reconnaître,13
de,de,81
même,même,60
dans,dans,81
la,le,71
rue,rue,22
",",",",p
elle,il,51
rit,rire,19
et,et,82
m',je,51
envoya,envoyer,19
un,un,71
baiser,baiser,21
/.,/.,P
sur,sur,81
quoi,quoi,52
",",",",p
une,un,71
main,main,22
",",",",p
passant,passer,13
