11765
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 176e extrait>,<>,<>
vrai,vrai,30
de,de,81
son,son,73
isolement,isolement,21
sentimental,sentimental,30
;,;,p
et,et,82
sans,sans,81
cesse,cesse,22
",",",",p
durant,durant,81
ces,ce,74
visites,visite,22
",",",",p
ses,son,73
regards,regard,21
se,se,51
tournaient,tourner,18
vers,vers,81
Louise,Louise,20
",",",",p
comme,comme,83
si,si,83
elle,il,51
avait,avoir,18
voulu,vouloir,12
se,se,51
bien,bien,60
convaincre,convaincre,14
qu',que,83
elle,il,51
avait,avoir,18
pourtant,pourtant,60
un,un,71
témoin,témoin,21
de,de,81
ses,son,73
émotions,émotion,22
",",",",p
un,un,71
coeur,coeur,21
capable,capable,30
de,de,81
la,le,52
comprendre,comprendre,14
",",",",p
de,de,81
la,le,52
plaindre,plaindre,14
",",",",p
de,de,81
la,le,52
servir,servir,14
/.,/.,P
de,de,81
la,le,52
servir,servir,14
surtout,surtout,60
/!,/!,P
à,à,81
travers,travers,21
les,le,71
phrases,phrase,22
qu',que,52
elle,il,51
écoutait,écouter,18
et,et,82
auxquelles,à,81
auxquelles,lequel,52
elle,il,51
répondait,répondre,18
",",",",p
sa,son,73
pensée,pensée,22
continuait,continuer,18
de,de,81
suivre,suivre,14
son,son,73
idée,idée,22
:,:,p
comment,comment,60
savoir,savoir,14
si,si,83
Pierre,Pierre,20
était,être,18
parti,partir,12
/?,/?,P
et,et,82
ce,ce,52
fut,être,19
la,le,71
question,question,22
qui,qui,52
lui,lui,51
vint,venir,19
naturellement,naturellement,60
aux,à,81
aux,le,71
lèvres,lèvre,22
",",",",p
aussitôt,aussitôt,60
en,en,81
tête-à-tête,tête-à-tête,21
avec,avec,81
madame,madame,22
Brion,Brion,20
:,:,p
-,-,p
“,“,p
tu,tu,51
as,avoir,17
entendu,entendre,12
",",",",p
“,“,p
lui,lui,51
dit,dire,19
elle,il,51
",",",",p
“,“,p
tout,tout,52
ce,ce,52
qu',que,52
ils,ils,51
",",",",p
ont,avoir,17
raconté,raconter,12
?,?,p
/…,/…,P
je,je,51
n',ne,60
en,en,52
sais,savoir,17
pas,pas,60
plus,plus,60
qu',que,83
avant,avant,81
/…,/…,P
Pierre,Pierre,20
est,être,17
il,il,51
encore,encore,60
ici,ici,60
/?,/?,P
et,et,82
s',si,83
il,il,51
