11508
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 131e extrait>,<>,<>
faire,faire,14
leur,leur,73
repas,repas,21
du,de,81
du,le,71
soir,soir,21
;,;,p
Nicolas,Nicolas,20
tira,tirer,19
les,le,71
provisions,provision,22
du,de,81
du,le,71
panier,panier,21
",",",",p
et,et,82
mit,mettre,19
rafraîchir,rafraîchir,14
la,le,71
bouteille,bouteille,22
d',de,81
eau,eau,22
rougie,rougi,31
dans,dans,81
la,le,71
fontaine,fontaine,22
/.,/.,P
tout,tout,60
en,en,81
goûtant,goûter,13
",",",",p
Nicolas,Nicolas,20
raconta,raconter,19
qu',que,83
il,il,51
avait,avoir,18
vu,voir,12
après,après,81
le,le,71
dîner,dîner,21
",",",",p
chez,chez,81
madame,madame,22
jeudi,jeudi,21
",",",",p
le,le,71
mari,mari,21
arrêter,arrêter,14
sa,son,73
femme,femme,22
entre,entre,81
deux,deux,72
portes,porte,22
et,et,82
l',le,52
embrasser,embrasser,14
tendrement,tendrement,60
",",",",p
pendant,pendant,81
que,que,83
la,le,71
mère,mère,22
et,et,82
la,le,71
grande,grand,30
nièce,nièce,22
s',se,51
occupaient,occuper,18
de,de,81
la,le,71
desserte,desserte,22
/.,/.,P
-,-,p
c',ce,52
est,être,17
assez,assez,60
causer,causer,14
de,de,81
cela,cela,52
!,!,p
dit,dire,19
Marguerite,Marguerite,20
en,en,81
se,se,51
levant,lever,13
;,;,p
mais,mais,82
Nicolas,Nicolas,20
la,le,52
retint,retenir,19
par,par,81
sa,son,73
robe,robe,22
",",",",p
et,et,82
fut,être,19
assez,assez,60
fort,fort,30
pour,pour,81
la,le,52
faire,faire,14
rasseoir,rasseoir,14
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
causons,causer,17
encore,encore,60
un,un,71
peu,peu,60
",",",",p
dit,dire,19
Marguerite,Marguerite,20
après,après,81
avoir,avoir,14
résisté,résister,12
vainement,vainement,60
/.,/.,P
-,-,p
je,je,51
veux,vouloir,17
vous,vous,51
montrer,montrer,14
",",",",p
dit,dire,19
ce,ce,74
dernier,dernier,30
",",",",p
comment,comment,60
il,il,51
a,avoir,17
embrassé,embrasser,12
sa,son,73
femme,femme,22
/…,/…,P
-,-,p
ah,ah,93
!,!,p
monsieur,monsieur,21
Nicolas,Nicolas,20
",",",",p
c',ce,52
est,être,17
un,un,71
péché,péché,21
!,!,p
s',se,51
écria,écrier,19
Marguerite,Marguerite,20
",",",",p
qui,qui,52
n',ne,60
avait,avoir,18
pu,pouvoir,12
se,se,51
défendre,défendre,14
de,de,81
cette,ce,74
surprise,surprise,22
/.,/.,P
et,et,82
Jeannette,Jeannette,20
",",",",p
que,que,52
dirait,dire,16
elle,il,51
",",",",p
si,si,83
elle,il,51
vous,vous,51
voyait,voir,18
/?,/?,P
-,-,p
Jeannette,Jeannette,20
!,!,p
oh,oh,93
!,!,p
oui,oui,60
",",",",p
Marguerite,Marguerite,20
…,…,p
vous,vous,51
avez,avoir,17
raison,raison,22
;,;,p
mais,mais,82
je,je,51
ne,ne,60
sais,savoir,17
pourquoi,pourquoi,60
ma,mon,73
pensée,pensée,22
est,être,17
à,à,81
elle,il,51
",",",",p
et,et,82
c',ce,52
est,être,17
vous,vous,51
cependant,cependant,82
qui,qui,52
m',je,51
agitez,agiter,17
le,le,71
coeur,coeur,21
si,si,60
fort,fort,30
que,que,83
je,je,51
ne,ne,60
puis,pouvoir,17
respirer,respirer,14
/…,/…,P
-,-,p
allons,aller,17
nous,nous,51
en,en,52
",",",",p
mon,mon,73
fils,fils,21
",",",",p
dit,dire,19
la,le,71
gouvernante,gouvernante,22
avec,avec,81
douceur,douceur,22
et,et,82
d',de,81
un,un,71
ton,ton,21
si,si,60
digne,digne,30
",",",",p
avec,avec,81
un,un,71
accent,accent,21
si,si,60
attendri,attendri,31
",",",",p
que,que,83
Nicolas,Nicolas,20
crut,croire,19
entendre,entendre,14
sa,son,73
mère,mère,22
/.,/.,P
en,en,81
la,le,52
faisant,faire,13
monter,monter,14
sur,sur,81
l',le,71
âne,âne,21
",",",",p
il,il,51
ne,ne,60
la,le,52
toucha,toucher,19
plus,plus,60
qu',que,83
avec,avec,81
une,un,71
sorte,sorte,22
d',de,81
effroi,effroi,21
",",",",p
et,et,82
ce,ce,52
fut,être,19
alors,alors,60
Marguerite,Marguerite,20
qui,qui,52
lui,lui,51
donna,donner,19
un,un,71
chaste,chaste,30
baiser,baiser,21
sur,sur,81
le,le,71
front,front,21
/.,/.,P
elle,il,51
semblait,sembler,18
réfléchir,réfléchir,14
profondément,profondément,60
",",",",p
comme,comme,83
saisie,saisi,31
d',de,81
une,un,71
impression,impression,22
douloureuse,douloureux,30
et,et,82
rompit,rompre,19
enfin,enfin,60
le,le,71
silence,silence,21
:,:,p
-,-,p
prenez,prendre,17
garde,garde,22
",",",",p
monsieur,monsieur,21
Nicolas,Nicolas,20
",",",",p
dit,dire,19
elle,il,51
",",",",p
à,à,81
cette,ce,74
âme,âme,22
brûlante,brûlant,30
qui,qui,52
s',se,51
épanche,épancher,17
vers,vers,81
tout,tout,52
ce,ce,52
qui,qui,52
vous,vous,51
entoure,entourer,17
/.,/.,P
vous,vous,51
êtes,être,17
enclin,enclin,30
à,à,81
pécher,pécher,14
",",",",p
comme,comme,83
l',le,52
était,être,18
monsieur,monsieur,21
Polvé,Polvé,20
",",",",p
mon,mon,73
oncle,oncle,21
",",",",p
chez,chez,81
qui,qui,52
je,je,51
fus,être,19
élevée,élever,12
/.,/.,P
les,le,71
passions,passion,22
mal,mal,60
réprimées,réprimé,31
mènent,mener,17
plus,plus,60
loin,loin,60
qu',que,83
on,on,51
ne,ne,60
pense,penser,17
;,;,p
dans,dans,81
l',le,71
âge,âge,21
mûr,mûr,30
",",",",p
elles,ils,51
se,se,51
fortifient,fortifier,17
",",",",p
et,et,82
la,le,71
vieillesse,vieillesse,22
même,même,30
n',ne,60
en,en,52
défend,défendre,17
pas,pas,60
les,le,71
âmes,âme,22
viciées,vicié,31
;,;,p
alors,alors,60
",",",",p
elles,ils,51
revêtent,revêtir,17
une,un,71
brutalité,brutalité,22
qui,qui,52
fait,faire,17
horreur,horreur,22
",",",",p
même,même,60
à,à,81
la,le,71
personne,personne,22
aimée,aimé,31
/.,/.,P
mon,mon,73
oncle,oncle,21
fut,être,19
ainsi,ainsi,60
cause,cause,22
de,de,81
tous,tout,75
mes,mon,73
malheurs,malheur,21
",",",",p
et,et,82
",",",",p
quoiqu',quoique,83
il,il,51
combattît,combattre,18
de,de,81
tous,tout,75
ses,son,73
efforts,effort,21
l',le,71
amour,amour,21
coupable,coupable,30
qu',que,52
il,il,51
avait,avoir,18
conçu,concevoir,12
pour,pour,81
moi,moi,51
",",",",p
il,il,51
ne,ne,60
pouvait,pouvoir,18
se,se,51
défendre,défendre,14
d',de,81
une,un,71
jalousie,jalousie,22
stérile,stérile,30
qui,qui,52
le,le,52
conduisit,conduire,19
à,à,81
refuser,refuser,14
la,le,71
demande,demande,22
que,que,52
monsieur,monsieur,21
Rousseau,Rousseau,20
avait,avoir,18
faite,faire,12
de,de,81
moi,moi,51
/.,/.,P
il,il,51
lui,lui,51
déclara,déclarer,19
qu',que,83
il,il,51
ne,ne,60
voulait,vouloir,18
pas,pas,60
que,que,83
je,je,51
me,je,51
mariasse,marier,18
",",",",p
qu',que,83
il,il,51
se,se,51
proposait,proposer,18
de,de,81
me,je,51
faire,faire,14
religieuse,religieuse,22
",",",",p
et,et,82
",",",",p
pour,pour,81
être,être,14
plus,plus,60
sûr,sûr,30
de,de,81
me,je,51
rendre,rendre,14
cette,ce,74
union,union,22
impossible,impossible,30
",",",",p
il,il,51
en,en,52
arrangea,arranger,19
lui-même,lui-même,51
une,un,71
autre,autre,52
de,de,81
concert,concert,21
avec,avec,81
les,le,71
parents,parent,21
de,de,81
monsieur,monsieur,21
Rousseau,Rousseau,20
",",",",p
de,de,81
sorte,sorte,22
que,que,83
ce,ce,74
dernier,dernier,21
finit,finir,19
par,par,81
épouser,épouser,14
celle,celui,52
…,…,p
qui,qui,52
depuis,depuis,81
lui,lui,51
a,avoir,17
donné,donner,12
…,…,p
votre,votre,73
Jeannette,Jeannette,20
/.,/.,P
la,le,71
retraite,retraite,22
de,de,81
monsieur,monsieur,21
Rousseau,Rousseau,20
encouragea,encourager,19
un,un,71
autre,autre,75
jeune,jeune,30
homme,homme,21
",",",",p
monsieur,monsieur,21
Denesvre,Denesvre,20
",",",",p
à,à,81
me,je,51
faire,faire,14
sa,son,73
cour,cour,22
;,;,p
mais,mais,82
j',je,51
étais,être,18
si,si,60
timide,timide,30
et,et,82
si,si,60
ignorante,ignorant,30
des,de,81
des,le,71
motifs,motif,21
secrets,secret,30
de,de,81
mon,mon,73
oncle,oncle,21
",",",",p
que,que,52
je,je,51
ne,ne,60
voulus,vouloir,19
pas,pas,60
décacheter,décacheter,14
une,un,71
lettre,lettre,22
qui,qui,52
me,je,51
fut,être,19
remise,remettre,12
par,par,81
monsieur,monsieur,21
Denesvre,Denesvre,20
",",",",p
de,de,81
sorte,sorte,22
que,que,83
celui-ci,celui-ci,52
résolut,résoudre,19
enfin,enfin,60
de,de,81
me,je,51
faire,faire,14
demander,demander,14
officiellement,officiellement,60
en,en,81
mariage,mariage,21
/.,/.,P
monsieur,monsieur,21
Polvé,Polvé,20
répondit,répondre,19
que,que,83
“,“,p
sa,son,73
nièce,nièce,22
n',ne,60
était,être,18
pour,pour,81
le,le,71
nez,nez,21
d',de,81
aucun,aucun,75
habitant,habitant,21
du,de,81
du,le,71
pays,pays,21
“,“,p
/.,/.,P
alors,alors,60
monsieur,monsieur,21
Denesvre,Denesvre,20
fit,faire,19
en,en,81
sorte,sorte,22
de,de,81
me,je,51
parler,parler,14
en,en,81
secret,secret,21
",",",",p
et,et,82
ses,son,73
plaintes,plainte,22
furent,être,19
si,si,60
touchantes,touchant,30
",",",",p
que,que,83
je,je,51
consentis,consentir,19
à,à,81
l',le,52
écouter,écouter,14
la,le,71
nuit,nuit,22
à,à,81
une,un,71
fenêtre,fenêtre,22
basse,bas,30
/.,/.,P
une,un,71
fois,fois,22
",",",",p
mon,mon,73
oncle,oncle,21
se,se,51
réveilla,réveiller,19
",",",",p
s',se,51
aperçut,apercevoir,19
de,de,81
ce,ce,52
qui,qui,52
se,se,51
passait,passer,18
",",",",p
et,et,82
monta,monter,19
à,à,81
son,son,73
grenier,grenier,21
",",",",p
d',de,81
où,où,60
il,il,51
tira,tirer,19
un,un,71
coup,coup,21
de,de,81
fusil,fusil,21
sur,sur,81
monsieur,monsieur,21
Denesvre,Denesvre,20
/.,/.,P
le,le,71
malheureux,malheureux,21
ne,ne,60
poussa,pousser,19
pas,pas,60
un,un,71
cri,cri,21
et,et,82
parvint,parvenir,19
à,à,81
se,se,51
traîner,traîner,14
",",",",p
tout,tout,60
en,en,81
perdant,perdre,13
son,son,73
sang,sang,21
",",",",p
hors,hors,81
de,de,81
la,le,71
ruelle,ruelle,22
qui,qui,52
communiquait,communiquer,18
à,à,81
ma,mon,73
fenêtre,fenêtre,22
/.,/.,P
faute,faute,22
de,de,81
s',se,51
être,être,14
fait,faire,12
panser,panser,14
…,…,p
ce,ce,52
qui,qui,52
aurait,avoir,16
pu,pouvoir,12
me,je,51
compromettre,compromettre,14
…,…,p
il,il,51
mourut,mourir,19
quelques,quelque,75
jours,jour,21
après,après,81
/.,/.,P
il,il,51
m',je,51
avait,avoir,18
fait,faire,12
parvenir,parvenir,14
une,un,71
lettre,lettre,22
écrite,écrit,31
au,à,81
au,le,71
lit,lit,21
de,de,81
mort,mort,22
/…,/…,P
je,je,51
la,le,52
garde,garder,17
toujours,toujours,60
…,…,p
et,et,82
depuis,depuis,81
je,je,51
n',ne,60
ai,avoir,17
plus,plus,60
jamais,jamais,60
songé,songer,12
au,à,81
au,le,71
mariage,mariage,21
/!,/!,P
Marguerite,Marguerite,20
pleurait,pleurer,18
à,à,81
chaudes,chaud,30
larmes,larme,22
en,en,81
faisant,faire,13
ce,ce,74
récit,récit,21
;,;,p
elle,il,51
passait,passer,18
ses,son,73
mains,main,22
dans,dans,81
les,le,71
cheveux,cheveu,21
de,de,81
Nicolas,Nicolas,20
et,et,82
ne,ne,60
pouvait,pouvoir,18
s',se,51
empêcher,empêcher,14
de,de,81
le,le,52
regarder,regarder,14
avec,avec,81
attendrissement,attendrissement,21
",",",",p
car,car,82
il,il,51
lui,lui,51
rappelait,rappeler,18
monsieur,monsieur,21
Rousseau,Rousseau,20
par,par,81
son,son,73
amour,amour,21
pour,pour,81
Jeannette,Jeannette,20
",",",",p
et,et,82
le,le,71
pauvre,pauvre,30
Denesvre,Denesvre,20
par,par,81
son,son,73
exaltation,exaltation,22
",",",",p
par,par,81
ses,son,73
regards,regard,21
ardents,ardent,30
",",",",p
par,par,81
la,le,71
douceur,douceur,22
même,même,30
qu',que,52
elle,il,51
sentait,sentir,18
à,à,81
se,se,51
voir,voir,14
par,par,81
instant,instant,21
l',le,71
objet,objet,21
d',de,81
un,un,71
trouble,trouble,21
qui,qui,52
détournait,détourner,18
de,de,81
Jeannette,Jeannette,20
/.,/.,P
d',de,81
ailleurs,ailleurs,60
",",",",p
si,si,83
ses,son,73
peines,peine,22
d',de,81
autrefois,autrefois,60
la,le,52
rendaient,rendre,18
indulgente,indulgent,30
",",",",p
la,le,71
différence,différence,22
des,de,81
des,le,71
âges,âge,21
lui,lui,51
donnait,donner,18
de,de,81
la,le,71
sécurité,sécurité,22
/.,/.,P
il,il,51
était,être,18
près,près,81
de,de,81
neuf,neuf,72
heures,heure,22
quand,quand,83
la,le,71
gouvernante,gouvernante,22
et,et,82
Nicolas,Nicolas,20
rentrèrent,rentrer,19
à,à,81
la,le,71
cure,cure,22
/.,/.,P
on,on,51
se,se,51
coucha,coucher,19
à,à,81
dix,dix,72
/.,/.,P
l',le,71
imagination,imagination,22
du,de,81
du,le,71
