11702
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 130e extrait>,<>,<>
l',le,71
obscurité,obscurité,22
se,se,51
faisait,faire,18
tranquillement,tranquillement,60
sur,sur,81
la,le,71
terre,terre,22
bretonne,breton,30
/.,/.,P
Gaud,Gaud,20
restait,rester,18
à,à,81
sa,son,73
fenêtre,fenêtre,22
/.,/.,P
la,le,71
place,place,22
de,de,81
Paimpol,Paimpol,20
",",",",p
presque,presque,60
fermée,fermé,31
de,de,81
tous,tout,75
côtés,côté,21
par,par,81
des,de,81
des,le,71
maisons,maison,22
antiques,antique,30
",",",",p
devenait,devenir,18
de,de,81
plus,plus,60
en,en,81
plus,plus,60
triste,triste,30
avec,avec,81
la,le,71
nuit,nuit,22
;,;,p
on,on,51
n',ne,60
entendait,entendre,18
guère,guère,60
de,de,81
bruit,bruit,21
nulle,nul,75
part,part,22
/.,/.,P
au-dessus,au-dessus,60
des,de,81
des,le,71
maisons,maison,22
",",",",p
le,le,71
vide,vide,21
encore,encore,60
lumineux,lumineux,30
du,de,81
du,le,71
ciel,ciel,21
semblait,sembler,18
se,se,51
creuser,creuser,14
",",",",p
s',se,51
élever,élever,14
",",",",p
se,se,51
séparer,séparer,14
davantage,davantage,60
des,de,81
des,le,71
choses,chose,22
terrestres,terrestre,30
",",",",p
-,-,p
qui,qui,52
maintenant,maintenant,60
",",",",p
à,à,81
cette,ce,74
heure,heure,22
crépusculaire,crépusculaire,30
",",",",p
se,se,51
tenaient,tenir,18
toutes,tout,52
en,en,81
une,un,71
seule,seul,30
découpure,découpure,22
noire,noir,30
de,de,81
pignons,pignon,21
et,et,82
de,de,81
vieux,vieux,21
toits,toit,21
/.,/.,P
de,de,81
temps,temps,21
en,en,81
temps,temps,21
une,un,71
porte,porte,22
se,se,51
fermait,fermer,18
",",",",p
ou,ou,82
une,un,71
fenêtre,fenêtre,22
;,;,p
quelque,quelque,75
ancien,ancien,30
marin,marin,21
",",",",p
à,à,81
la,le,71
démarche,démarche,22
roulante,roulant,30
",",",",p
sortait,sortir,18
d',de,81
un,un,71
cabaret,cabaret,21
",",",",p
s',se,51
en,en,52
allait,aller,18
par,par,81
les,le,71
petites,petit,30
rues,rue,22
sombres,sombre,30
",",",",p
ou,ou,82
bien,bien,60
quelques,quelque,75
filles,fille,22
attardées,attardé,31
rentraient,rentrer,18
de,de,81
la,le,71
promenade,promenade,22
avec,avec,81
des,de,81
des,le,71
bouquets,bouquet,21
de,de,81
fleurs,fleur,22
de,de,81
mai,mai,21
/.,/.,P
une,un,52
",",",",p
qui,qui,52
connaissait,connaître,18
Gaud,Gaud,20
",",",",p
en,en,81
lui,lui,51
disant,dire,13
bonsoir,bonsoir,21
",",",",p
leva,lever,19
bien,bien,60
haut,haut,60
vers,vers,81
elle,il,51
au,à,81
au,le,71
bout,bout,21
de,de,81
son,son,73
bras,bras,21
une,un,71
gerbe,gerbe,22
d',de,81
aubépine,aubépine,22
comme,comme,83
pour,pour,81
la,le,52
lui,lui,51
faire,faire,14
sentir,sentir,14
;,;,p
on,on,51
voyait,voir,18
encore,encore,60
un,un,71
peu,peu,60
dans,dans,81
l',le,71
obscurité,obscurité,22
transparente,transparent,30
ces,ce,74
légères,léger,30
touffes,touffe,22
de,de,81
fleurettes,fleurette,22
blanches,blanc,30
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
du,de,81
du,le,71
reste,reste,21
une,un,71
autre,autre,75
odeur,odeur,22
douce,doux,30
qui,qui,52
était,être,18
montée,monter,12
des,de,81
des,le,71
jardins,jardin,21
et,et,82
des,de,81
des,le,71
cours,cour,22
",",",",p
celle,celui,52
des,de,81
des,le,71
chèvrefeuilles,chèvrefeuille,21
fleuris,fleuri,31
sur,sur,81
le,le,71
granit,granit,21
des,de,81
des,le,71
murs,mur,21
",",",",p
-,-,p
et,et,82
aussi,aussi,60
une,un,71
vague,vague,30
senteur,senteur,22
de,de,81
goémon,goémon,21
",",",",p
venue,venu,31
du,de,81
du,le,71
port,port,21
/.,/.,P
les,le,71
dernières,dernier,30
chauves-souris,chauve-souris,22
glissaient,glisser,18
dans,dans,81
l',le,71
air,air,21
",",",",p
d',de,81
un,un,71
vol,vol,21
silencieux,silencieux,30
",",",",p
comme,comme,83
les,le,71
bêtes,bête,22
des,de,81
des,le,71
rêves,rêve,21
/.,/.,P
Gaud,Gaud,20
avait,avoir,18
passé,passer,12
bien,bien,60
de,de,81
soirées,soirée,22
à,à,81
cette,ce,74
fenêtre,fenêtre,22
",",",",p
regardant,regarder,13
cette,ce,74
place,place,22
mélancolique,mélancolique,30
",",",",p
songeant,songer,13
aux,à,81
aux,le,71
Islandais,Islandais,20
qui,qui,52
étaient,être,18
partis,partir,12
",",",",p
et,et,82
toujours,toujours,60
à,à,81
ce,ce,74
même,même,75
bal,bal,21
…,…,p
/…,/…,P
il,il,51
faisait,faire,18
très,très,60
chaud,chaud,30
sur,sur,81
la,le,71
fin,fin,22
de,de,81
ces,ce,74
noces,noce,22
",",",",p
et,et,82
beaucoup,beaucoup,60
de,de,81
têtes,tête,22
de,de,81
valseurs,valseur,21
commençaient,commencer,18
à,à,81
tourner,tourner,14
/.,/.,P
elle,il,51
se,se,51
le,le,52
rappelait,rappeler,18
",",",",p
lui,lui,51
",",",",p
dansant,danser,13
avec,avec,81
d',de,81
autres,autre,52
",",",",p
des,de,81
des,le,71
filles,fille,22
ou,ou,82
des,de,81
des,le,71
femmes,femme,22
dont,dont,52
il,il,51
avait,avoir,18
dû,devoir,12
être,être,14
plus,plus,60
ou,ou,82
moins,moins,60
l',le,71
amant,amant,21
;,;,p
elle,il,51
se,se,51
rappelait,rappeler,18
sa,son,73
condescendance,condescendance,22
dédaigneuse,dédaigneux,30
pour,pour,81
répondre,répondre,14
à,à,81
leurs,leur,73
appels,appel,21
/…,/…,P
comme,comme,83
il,il,51
était,être,18
