11353
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 116e extrait>,<>,<>
tu,tu,51
me,je,51
le,le,52
dis,dire,17
à,à,81
moi,moi,51
",",",",p
c',ce,52
est,être,17
donc,donc,82
que,que,83
/…,/…,P
là-dessus,là-dessus,60
Landry,Landry,20
s',se,51
arrêta,arrêter,19
",",",",p
tout,tout,60
étonné,étonné,31
de,de,81
ce,ce,52
qu',que,52
il,il,51
avait,avoir,18
manqué,manquer,12
de,de,81
dire,dire,14
;,;,p
et,et,82
",",",",p
se,se,51
reprenant,reprendre,13
:,:,p
-,-,p
c',ce,52
est,être,17
donc,donc,82
",",",",p
fit,faire,19
il,il,51
",",",",p
que,que,83
tu,tu,51
as,avoir,17
plus,plus,60
d',de,81
estime,estime,22
pour,pour,81
moi,moi,51
que,que,83
pour,pour,81
un,un,71
autre,autre,52
/?,/?,P
je,je,51
croyais,croire,18
pourtant,pourtant,60
que,que,83
tu,tu,51
me,je,51
haïssais,haïr,18
à,à,81
cause,cause,22
que,que,83
je,je,51
n',ne,60
ai,avoir,17
jamais,jamais,60
été,être,12
bon,bon,30
pour,pour,81
toi,toi,51
/.,/.,P
-,-,p
c',ce,52
est,être,17
possible,possible,30
que,que,83
je,je,51
t',tu,51
aie,avoir,17
haï,haïr,12
un,un,71
peu,peu,60
",",",",p
répondit,répondre,19
la,le,71
petite,petit,30
Fadette,Fadette,20
;,;,p
mais,mais,82
si,si,83
cela,cela,52
a,avoir,17
été,être,12
",",",",p
cela,cela,52
n',ne,60
est,être,17
plus,plus,60
à,à,81
partir,partir,14
d',de,81
aujourd'hui,aujourd'hui,60
",",",",p
et,et,82
je,je,51
vas,aller,17
te,tu,51
dire,dire,14
pourquoi,pourquoi,60
",",",",p
Landry,Landry,20
/.,/.,P
je,je,51
te,tu,51
croyais,croire,18
fier,fier,30
",",",",p
et,et,82
tu,tu,51
l',le,52
es,être,17
;,;,p
mais,mais,82
tu,tu,51
sais,savoir,17
surmonter,surmonter,14
ta,ton,73
fierté,fierté,22
pour,pour,81
faire,faire,14
ton,ton,73
devoir,devoir,21
",",",",p
et,et,82
tu,tu,51
y,y,52
as,avoir,17
d'autant,d'autant,60
plus,plus,60
de,de,81
mérite,mérite,21
/.,/.,P
je,je,51
te,tu,51
croyais,croire,18
ingrat,ingrat,30
",",",",p
et,et,82
",",",",p
quoique,quoique,83
la,le,71
fierté,fierté,22
qu',que,52
on,on,51
t',tu,51
a,avoir,17
enseignée,enseigner,12
te,tu,51
pousse,pousser,17
à,à,81
l',le,52
être,être,14
",",",",p
tu,tu,51
es,être,17
si,si,60
fidèle,fidèle,30
à,à,81
ta,ton,73
parole,parole,22
que,que,52
rien,rien,52
ne,ne,60
te,tu,51
coûte,coûter,17
pour,pour,81
t',tu,51
acquitter,acquitter,14
;,;,p
enfin,enfin,60
",",",",p
je,je,51
te,tu,51
croyais,croire,18
poltron,poltron,21
",",",",p
et,et,82
pour,pour,81
cela,cela,52
j',je,51
étais,être,18
portée,porter,12
à,à,81
te,tu,51
mépriser,mépriser,14
;,;,p
mais,mais,82
je,je,51
vois,voir,17
que,que,83
tu,tu,51
n',ne,60
as,avoir,17
que,que,83
de,de,81
la,le,71
superstition,superstition,22
",",",",p
et,et,82
que,que,83
le,le,71
courage,courage,21
",",",",p
quand,quand,83
il,il,51
s',se,51
agit,agir,17
d',de,81
un,un,71
danger,danger,21
certain,certain,30
à,à,81
affronter,affronter,14
",",",",p
ne,ne,60
te,tu,51
fait,faire,17
pas,pas,60
défaut,défaut,21
/.,/.,P
tu,tu,51
m',je,51
as,avoir,17
fait,faire,12
danser,danser,14
aujourd'hui,aujourd'hui,60
",",",",p
quoique,quoique,83
tu,tu,51
en,en,52
fusses,être,18
bien,bien,60
humilié,humilier,12
/.,/.,P
tu,tu,51
es,être,17
même,même,60
venu,venir,12
",",",",p
après,après,81
vêpres,vêpres,22
",",",",p
me,je,51
chercher,chercher,14
auprès,auprès,60
de,de,81
l',le,71
église,église,22
",",",",p
au,à,81
au,le,71
moment,moment,21
où,où,60
je,je,51
t',tu,51
avais,avoir,18
pardonné,pardonner,12
dans,dans,81
mon,mon,73
coeur,coeur,21
après,après,81
avoir,avoir,14
fait,faire,12
ma,mon,73
prière,prière,22
",",",",p
et,et,82
où,où,60
je,je,51
ne,ne,60
songeais,songer,18
plus,plus,60
à,à,81
te,tu,51
tourmenter,tourmenter,14
/.,/.,P
tu,tu,51
m',je,51
as,avoir,17
défendue,défendre,12
contre,contre,81
de,de,81
méchants,méchant,30
enfants,enfant,21
",",",",p
et,et,82
tu,tu,51
as,avoir,17
provoqué,provoquer,12
de,de,81
grands,grand,30
garçons,garçon,21
qui,qui,52
",",",",p
sans,sans,81
toi,toi,51
",",",",p
m',je,51
auraient,avoir,16
maltraitée,maltraiter,12
/.,/.,P
enfin,enfin,60
",",",",p
ce,ce,74
soir,soir,21
",",",",p
en,en,81
m',je,51
entendant,entendre,13
pleurer,pleurer,14
",",",",p
tu,tu,51
es,être,17
venu,venir,12
à,à,81
moi,moi,51
pour,pour,81
m',je,51
assister,assister,14
et,et,82
me,je,51
consoler,consoler,14
/.,/.,P
ne,ne,60
crois,croire,17
point,point,60
",",",",p
Landry,Landry,20
",",",",p
que,que,83
j',je,51
oublierai,oublier,15
jamais,jamais,60
ces,ce,74
choses,chose,22
là,là,60
/.,/.,P
tu,tu,51
auras,avoir,15
toute,tout,75
ta,ton,73
vie,vie,22
la,le,71
preuve,preuve,22
que,que,52
j',je,51
en,en,52
garde,garder,17
une,un,71
grande,grand,30
souvenance,souvenance,22
",",",",p
et,et,82
tu,tu,51
pourras,pouvoir,15
me,je,51
requérir,requérir,14
à,à,81
ton,ton,73
tour,tour,21
",",",",p
de,de,81
tout,tout,52
ce,ce,52
que,que,52
tu,tu,51
voudras,vouloir,15
",",",",p
dans,dans,81
quelque,quelque,75
moment,moment,21
que,que,83
ce,ce,52
soit,être,17
/.,/.,P
ainsi,ainsi,60
",",",",p
pour,pour,81
commencer,commencer,14
",",",",p
je,je,51
sais,savoir,17
que,que,83
je,je,51
t',tu,51
ai,avoir,17
fait,faire,12
aujourd'hui,aujourd'hui,60
une,un,71
grosse,gros,30
peine,peine,22
/.,/.,P
oui,oui,60
",",",",p
je,je,51
le,le,52
sais,savoir,17
",",",",p
Landry,Landry,20
",",",",p
je,je,51
suis,être,17
assez,assez,60
sorcière,sorcier,30
pour,pour,81
