11941
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 152e extrait>,<>,<>
de,de,81
belles,belle,22
moins,moins,60
cruelles,cruel,30
/!,/!,P
François,François,20
Germain,Germain,20
seul,seul,30
ne,ne,60
fonda,fonder,19
aucune,aucun,75
folle,fou,30
espérance,espérance,22
sur,sur,81
la,le,71
familiarité,familiarité,22
de,de,81
la,le,71
jeune,jeune,30
fille,fille,22
;,;,p
fût,être,19
ce,ce,52
instinct,instinct,21
du,de,81
du,le,71
coeur,coeur,21
ou,ou,82
délicatesse,délicatesse,22
d',de,81
esprit,esprit,21
",",",",p
il,il,51
devina,deviner,19
",",",",p
dès,dès,81
le,le,71
premier,premier,72
jour,jour,21
",",",",p
tout,tout,52
ce,ce,52
qu',que,52
il,il,51
pouvait,pouvoir,18
y,y,52
avoir,avoir,14
de,de,81
ravissant,ravissant,30
dans,dans,81
la,le,71
camaraderie,camaraderie,22
singulière,singulier,30
que,que,52
lui,lui,51
offrait,offrir,18
Rigolette,Rigolette,20
/.,/.,P
ce,ce,52
qui,qui,52
devait,devoir,18
fatalement,fatalement,60
arriver,arriver,14
arriva,arriver,19
/.,/.,P
Germain,Germain,20
devint,devenir,19
passionnément,passionnément,60
amoureux,amoureux,30
de,de,81
sa,son,73
voisine,voisine,22
",",",",p
sans,sans,81
oser,oser,14
lui,lui,51
dire,dire,14
un,un,71
mot,mot,21
de,de,81
cet,ce,74
amour,amour,21
/.,/.,P
loin,loin,60
d',de,81
imiter,imiter,14
ses,son,73
prédécesseurs,prédécesseur,21
",",",",p
qui,qui,52
",",",",p
bien,bien,60
convaincus,convaincu,31
de,de,81
la,le,71
vanité,vanité,22
de,de,81
leurs,leur,73
poursuites,poursuite,22
",",",",p
s',se,51
étaient,être,18
consolés,consoler,12
par,par,81
d',de,81
autres,autre,75
amours,amour,21
",",",",p
sans,sans,81
pour,pour,81
cela,cela,52
vivre,vivre,14
en,en,81
moins,moins,60
bonne,bon,30
intelligence,intelligence,22
avec,avec,81
leur,leur,73
voisine,voisine,22
",",",",p
Germain,Germain,20
avait,avoir,18
délicieusement,délicieusement,60
joui,jouir,12
de,de,81
son,son,73
intimité,intimité,22
avec,avec,81
la,le,71
jeune,jeune,30
fille,fille,22
",",",",p
passant,passer,13
auprès,auprès,60
